,,,,,,,,,,,,,,,,,,,,,,,,,,iShares New York Muni Bond ETF
NEW YORK ST DORM AUTH REVS NON,Education,Fixed Income,"300,710.08",0.05,"300,710.08","250,000.00",64990BD91,US64990BD916,-,117.78,United States,-,USD,6.62,3.71,1.0,"Jul 01, 2041",5.0,12.09,-,0.95,4.02,0.95,USD,"May 05, 2016","May 05, 2016"
NEW YORK N Y,Local Tax-Backed,Fixed Income,"298,865.69",0.05,"298,865.69","250,000.00",64966MHL6,US64966MHL63,-,119.13,United States,-,USD,7.31,3.64,1.0,"Dec 01, 2041",5.0,12.78,-,1.0,4.43,1.0,USD,"Dec 20, 2016","Dec 20, 2016"
MONROE CNTY N Y,Local Tax-Backed,Fixed Income,"298,565.14",0.05,"298,565.14","250,000.00",61074PSR9,US61074PSR90,-,119.01,United States,-,USD,4.03,0.63,1.0,"Jun 01, 2026",5.0,4.03,-,0.63,4.03,0.63,USD,"Oct 27, 2016","Oct 27, 2016"
NEW YORK N Y,Local Tax-Backed,Fixed Income,"294,910.38",0.05,"294,910.38","250,000.00",64966LV99,US64966LV990,-,115.88,United States,-,USD,3.49,1.41,1.0,"Aug 01, 2026",5.0,4.09,-,0.52,3.28,0.52,USD,"Aug 13, 2015","Aug 13, 2015"
METROPOLITAN TRANSN AUTH N Y R,Transportation,Fixed Income,"291,362.92",0.05,"291,362.92","250,000.00",59261AWW3,US59261AWW34,-,115.91,United States,-,USD,3.57,0.82,1.0,"Nov 15, 2025",5.0,3.56,-,0.82,3.56,0.82,USD,"Aug 23, 2018","Aug 23, 2018"
NEW YORK CONVENTION CTR DEV CO,Local Tax-Backed,Fixed Income,"289,070.00",0.05,"289,070.00","250,000.00",649451DM0,US649451DM09,-,114.99,United States,-,USD,5.99,3.87,1.0,"Nov 15, 2040",5.0,11.6,-,1.04,3.56,1.04,USD,"Aug 27, 2015","Aug 27, 2015"
NEW YORK CITY NY MUNI WTR FINAUTH,Utility,Fixed Income,"288,370.52",0.05,"288,370.52","250,000.00",64972GKH6,US64972GKH64,-,115.17,United States,-,USD,6.46,2.47,1.0,"Jun 15, 2033",4.0,9.35,-,0.87,4.55,0.87,USD,"Mar 17, 2016","Mar 17, 2016"
NEW YORK N Y CITY TRANSITIONAL,Local Tax-Backed,Fixed Income,"288,098.75",0.05,"288,098.75","275,000.00",64971QXV0,US64971QXV03,-,103.93,United States,-,USD,1.54,4.46,1.0,"Nov 01, 2030",5.0,7.07,-,0.28,0.82,0.28,USD,"Aug 28, 2012","Aug 28, 2012"
NEW YORK N Y,Local Tax-Backed,Fixed Income,"288,034.73",0.05,"288,034.73","250,000.00",64966LA68,US64966LA689,-,113.13,United States,-,USD,4.53,3.6,1.0,"Aug 01, 2033",5.0,8.79,-,0.69,2.85,0.69,USD,"Mar 31, 2015","Mar 31, 2015"
NEW YORK ST TWY AUTH GEN REV,Transportation,Fixed Income,"287,870.62",0.05,"287,870.62","250,000.00",650009G49,US650009G495,-,112.65,United States,-,USD,4.03,3.36,1.0,"Jan 01, 2031",5.0,7.19,-,0.73,2.77,0.73,USD,"Dec 17, 2014","Dec 17, 2014"
NEW YORK ST URBAN DEV CORP ST,State Tax-Backed,Fixed Income,"286,833.46",0.05,"286,833.46","280,000.00",64985TAC5,US64985TAC53,-,100.97,United States,-,USD,0.2,0.28,1.0,"Mar 15, 2022",5.0,0.21,-,0.28,0.21,0.28,USD,"Oct 30, 2019","Oct 30, 2019"
METROPOLITAN TRANSN AUTH N Y R,Transportation,Fixed Income,"286,755.31",0.05,"286,755.31","275,000.00",59261AUU9,US59261AUU95,-,103.64,United States,-,USD,2.58,4.72,1.0,"Nov 15, 2041",5.0,11.15,-,0.81,0.86,0.81,USD,"May 03, 2012","May 03, 2012"
TRIBOROUGH BRDG & TUNL AUTH N,Transportation,Fixed Income,"285,849.55",0.05,"285,849.55","250,000.00",89602N3B8,US89602N3B88,-,113.7,United States,-,USD,5.53,3.96,1.0,"Nov 15, 2040",5.0,11.7,-,0.87,3.13,0.87,USD,"May 15, 2015","May 15, 2015"
NEW YORK N Y,Local Tax-Backed,Fixed Income,"284,500.13",0.05,"284,500.13","280,000.00",64966QHU7,US64966QHU76,-,100.36,United States,-,USD,0.23,4.95,1.0,"Oct 01, 2030",5.0,6.94,-,0.54,0.08,0.54,USD,"Oct 13, 2011","Oct 13, 2011"
TRIBOROUGH BRDG & TUNL AUTH NY,Transportation,Fixed Income,"283,940.60",0.05,"283,940.60","250,000.00",89602REF8,US89602REF82,-,112.94,United States,-,USD,2.7,0.46,1.0,"Nov 15, 2024",5.0,2.7,-,0.46,2.7,0.46,USD,"Aug 30, 2018","Aug 30, 2018"
PORT AUTH N Y & N J,Transportation,Fixed Income,"283,408.59",0.05,"283,408.59","250,000.00",73358WTA2,US73358WTA26,-,111.7,United States,-,USD,4.31,3.83,1.0,"Sep 01, 2034",5.0,9.41,-,0.57,2.49,0.57,USD,"Aug 21, 2014","Aug 21, 2014"
LONG ISLAND PWR AUTH N Y ELEC,Utility,Fixed Income,"282,493.89",0.05,"282,493.89","250,000.00",5426903E0,US5426903E02,-,111.33,United States,-,USD,4.85,3.9,1.0,"Sep 01, 2035",5.0,10.0,-,0.71,2.56,0.71,USD,"Dec 16, 2014","Dec 16, 2014"
NEW YORK N Y CITY MUN WTR FIN,Utility,Fixed Income,"278,773.31",0.05,"278,773.31","250,000.00",64972GSB1,US64972GSB13,-,111.29,United States,-,USD,2.35,0.38,1.0,"Jun 15, 2024",5.0,2.34,-,0.38,2.34,0.38,USD,"Aug 21, 2018","Aug 21, 2018"
NEW YORK ST ENVIRONMENTAL FACS,Utility,Fixed Income,"278,773.31",0.05,"278,773.31","250,000.00",64986DHZ1,US64986DHZ15,-,111.29,United States,-,USD,2.35,0.38,1.0,"Jun 15, 2024",5.0,2.34,-,0.38,2.34,0.38,USD,"Oct 08, 2019","Oct 08, 2019"
TRIBOROUGH BRDG & TUNL AUTH N,Transportation,Fixed Income,"274,449.78",0.05,"274,449.78","225,000.00",89602N7N8,US89602N7N80,-,121.34,United States,-,USD,6.64,2.99,1.0,"Nov 15, 2034",5.0,9.79,-,0.92,4.8,0.92,USD,"Jan 19, 2017","Jan 19, 2017"
NEW YORK N Y,Local Tax-Backed,Fixed Income,"273,808.43",0.05,"273,808.43","250,000.00",64966LS77,US64966LS772,-,107.44,United States,-,USD,1.51,0.29,1.0,"Aug 01, 2023",5.0,1.51,-,0.29,1.51,0.29,USD,"Jun 18, 2015","Jun 18, 2015"
LONG IS PWR AUTH N Y ELEC SYS,Prerefund/Escrow,Fixed Income,"272,597.15",0.05,"272,597.15","260,000.00",542691FA3,US542691FA32,-,103.18,United States,-,USD,0.66,0.23,1.0,"Sep 01, 2022",5.0,0.65,-,0.23,0.65,0.23,USD,"Jul 16, 2012","Jul 16, 2012"
METROPOLITAN TRANSN AUTH N Y R,Transportation,Fixed Income,"272,040.26",0.05,"272,040.26","260,000.00",59261ASC2,US59261ASC26,-,103.99,United States,-,USD,0.86,0.41,1.0,"Nov 15, 2022",5.0,0.86,-,0.41,0.86,0.41,USD,"Jun 26, 2014","Jun 26, 2014"
BROOKHAVEN N Y,Local Tax-Backed,Fixed Income,"272,029.87",0.05,"272,029.87","250,000.00",113152XE7,US113152XE79,-,107.63,United States,-,USD,3.06,2.66,1.0,"Mar 15, 2028",4.0,5.45,-,0.51,2.11,0.51,USD,"Sep 20, 2016","Sep 20, 2016"
METROPOLITAN TRANSN AUTH N Y R,Transportation,Fixed Income,"269,231.27",0.05,"269,231.27","250,000.00",59259YH36,US59259YH361,-,107.05,United States,-,USD,3.92,4.4,1.0,"Nov 15, 2038",5.0,10.56,-,1.18,1.79,1.18,USD,"Jul 11, 2013","Jul 11, 2013"
PORT AUTH N Y & N J,Transportation,Fixed Income,"268,322.42",0.05,"268,322.42","250,000.00",73358WSK1,US73358WSK17,-,107.15,United States,-,USD,6.04,3.54,1.0,"Jun 15, 2044",4.0,15.01,-,1.04,2.35,1.04,USD,"Jun 15, 2014","Jun 15, 2014"
TRIBOROUGH BRDG & TUNL AUTH N,Transportation,Fixed Income,"267,908.16",0.05,"267,908.16","245,000.00",89602N5A8,US89602N5A87,-,108.71,United States,-,USD,1.8,0.33,1.0,"Nov 15, 2023",5.0,1.8,-,0.33,1.8,0.33,USD,"Jan 28, 2016","Jan 28, 2016"
NEW YORK ST DORM AUTH REVS NON,Prerefund/Escrow,Fixed Income,"262,226.33",0.05,"262,226.33","250,000.00",649906TS3,US649906TS30,-,102.39,United States,-,USD,0.49,0.21,1.0,"Jul 01, 2022",5.0,0.49,-,0.21,0.49,0.21,USD,"Apr 26, 2012","Apr 26, 2012"
NEW YORK ST DORM AUTH ST PERS,State Tax-Backed,Fixed Income,"262,033.01",0.05,"262,033.01","250,000.00",64990EDF1,US64990EDF16,-,104.59,United States,-,USD,1.06,3.35,1.0,"Dec 15, 2024",5.0,2.74,-,0.19,0.94,0.19,USD,"Jun 28, 2012","Jun 28, 2012"
LONG ISLAND PWR AUTH N Y ELEC,Utility,Fixed Income,"261,977.22",0.05,"261,977.22","250,000.00",5426902K7,US5426902K70,-,103.12,United States,-,USD,1.21,4.51,1.0,"Sep 01, 2029",5.0,6.24,-,0.3,0.65,0.3,USD,"Jul 16, 2012","Jul 16, 2012"
METROPOLITAN TRANSN AUTH N Y D,Local Tax-Backed,Fixed Income,"261,767.10",0.05,"261,767.10","250,000.00",59259NS38,US59259NS387,-,104.07,United States,-,USD,0.97,3.5,1.0,"Nov 15, 2024",5.0,2.65,-,0.33,0.86,0.33,USD,"Oct 25, 2012","Oct 25, 2012"
METROPOLITAN TRANSN AUTH N Y R,Transportation,Fixed Income,"261,619.31",0.05,"261,619.31","250,000.00",59259YPM5,US59259YPM56,-,103.81,United States,-,USD,0.82,0.41,1.0,"Nov 01, 2022",5.0,0.82,-,0.41,0.82,0.41,USD,"May 09, 2012","May 09, 2012"
METROPOLITAN TRANSN AUTH N Y R,Transportation,Fixed Income,"260,906.95",0.05,"260,906.95","250,000.00",59259YTX7,US59259YTX75,-,103.72,United States,-,USD,1.57,4.49,1.0,"Nov 15, 2030",5.0,6.23,-,0.71,0.86,0.71,USD,"Sep 28, 2012","Sep 28, 2012"
METROPOLITAN TRANSN AUTH N Y R,Transportation,Fixed Income,"258,459.83",0.05,"258,459.83","250,000.00",59259YQR3,US59259YQR35,-,102.87,United States,-,USD,2.4,3.68,1.0,"Nov 15, 2032",4.0,8.24,-,0.69,0.86,0.69,USD,"Aug 20, 2012","Aug 20, 2012"
NEW YORK N Y CITY TRANSITIONAL,Local Tax-Backed,Fixed Income,"256,318.58",0.05,"256,318.58","250,000.00",64971QTQ6,US64971QTQ63,-,100.44,United States,-,USD,0.41,4.96,1.0,"Feb 01, 2042",5.0,11.52,-,-0.32,0.08,-0.32,USD,"Apr 19, 2012","Apr 19, 2012"
NEW YORK N Y,Local Tax-Backed,Fixed Income,"256,120.51",0.05,"256,120.51","250,000.00",64966JVJ2,US64966JVJ23,-,100.36,United States,-,USD,0.48,4.95,1.0,"Aug 01, 2031",5.0,7.39,-,0.61,0.08,0.61,USD,"Mar 08, 2012","Mar 08, 2012"
NEW YORK ST DORM AUTH ST PERS,State Tax-Backed,Fixed Income,"256,098.65",0.05,"256,098.65","250,000.00",64990FRS5,US64990FRS55,-,100.55,United States,-,USD,0.13,0.48,1.0,"Feb 15, 2042",5.0,0.12,-,0.48,0.12,0.48,USD,"Oct 18, 2012","Oct 18, 2012"
NEW YORK N Y,Prerefund/Escrow,Fixed Income,"256,071.60",0.05,"256,071.60","250,000.00",64966JE44,US64966JE446,-,101.18,United States,-,USD,0.25,0.28,1.0,"Apr 01, 2022",5.0,0.25,-,0.28,0.25,0.28,USD,"Apr 05, 2012","Apr 05, 2012"
NEW YORK ST,State Tax-Backed,Fixed Income,"256,065.09",0.05,"256,065.09","250,000.00",649791MC1,US649791MC17,-,101.37,United States,-,USD,0.29,0.25,1.0,"Apr 15, 2022",5.0,0.29,-,0.25,0.29,0.25,USD,"Mar 19, 2015","Mar 19, 2015"
NEW YORK ST URBAN DEV CORP REV,State Tax-Backed,Fixed Income,"256,029.92",0.05,"256,029.92","240,000.00",650035ZP6,US650035ZP60,-,105.21,United States,-,USD,2.99,4.61,1.0,"Mar 15, 2043",5.0,10.93,-,0.66,1.17,0.66,USD,"Mar 19, 2013","Mar 19, 2013"
PORT AUTH N Y & N J,Transportation,Fixed Income,"254,602.11",0.05,"254,602.11","250,000.00",73358WHT4,US73358WHT45,-,101.51,United States,-,USD,1.48,3.82,1.0,"Dec 01, 2031",4.0,8.12,-,0.38,0.42,0.38,USD,"Jun 01, 2012","Jun 01, 2012"
NEW YORK ST CONVENTION CENTERDEV C,Local Tax-Backed,Fixed Income,"250,937.30",0.05,"250,937.30","500,000.00",649451EJ6,US649451EJ60,-,50.19,United States,-,USD,26.56,2.58,1.0,"Nov 15, 2048",0.0,26.19,-,2.58,26.19,2.58,USD,"Sep 22, 2016","Sep 22, 2016"
NEW YORK ST ENVIRONMENTAL FACS,Utility,Fixed Income,"244,830.44",0.04,"244,830.44","200,000.00",64986DDT9,US64986DDT90,-,122.19,United States,-,USD,6.82,2.99,1.0,"Jun 15, 2035",5.0,10.17,-,0.83,4.88,0.83,USD,"Apr 13, 2017","Apr 13, 2017"
NEW YORK N Y CITY TRANSITIONAL,Local Tax-Backed,Fixed Income,"243,145.59",0.04,"243,145.59","200,000.00",64971W5U0,US64971W5U09,-,119.49,United States,-,USD,6.4,3.34,1.0,"Feb 01, 2037",5.0,10.81,-,1.05,4.5,1.05,USD,"Apr 19, 2017","Apr 19, 2017"
NEW YORK ST DORM AUTH ST PERS,State Tax-Backed,Fixed Income,"242,810.82",0.04,"242,810.82","200,000.00",64990E4V6,US64990E4V64,-,119.52,United States,-,USD,4.56,1.64,1.0,"Feb 15, 2028",5.0,5.3,-,0.7,4.15,0.7,USD,"Oct 20, 2016","Oct 20, 2016"
HUDSON YDS INFRASTRUCTURE CORP,Local Tax-Backed,Fixed Income,"241,336.90",0.04,"241,336.90","200,000.00",44420RBD1,US44420RBD17,-,118.78,United States,-,USD,7.17,3.53,1.0,"Feb 15, 2039",5.0,11.8,-,1.21,4.54,1.21,USD,"May 30, 2017","May 30, 2017"
HUDSON YDS INFRASTRUCTURE CORP,Local Tax-Backed,Fixed Income,"240,558.48",0.04,"240,558.48","200,000.00",44420RAK6,US44420RAK68,-,118.39,United States,-,USD,3.75,0.49,1.0,"Feb 15, 2026",5.0,3.74,-,0.49,3.74,0.49,USD,"May 30, 2017","May 30, 2017"
HUDSON YDS INFRASTRUCTURE CORP,Local Tax-Backed,Fixed Income,"240,138.00",0.04,"240,138.00","200,000.00",44420RBE9,US44420RBE99,-,118.18,United States,-,USD,7.39,3.71,1.0,"Feb 15, 2042",5.0,12.68,-,1.32,4.53,1.32,USD,"May 30, 2017","May 30, 2017"
NEW YORK ST TWY AUTH GEN REV,Transportation,Fixed Income,"239,820.76",0.04,"239,820.76","215,000.00",650009H22,US650009H220,-,109.04,United States,-,USD,1.89,0.45,1.0,"Jan 01, 2024",5.0,1.89,-,0.45,1.89,0.45,USD,"Dec 17, 2014","Dec 17, 2014"
NEW YORK ST URBAN DEV CORP REV,State Tax-Backed,Fixed Income,"237,015.78",0.04,"237,015.78","200,000.00",650035U97,US650035U970,-,117.04,United States,-,USD,5.88,3.39,1.0,"Mar 15, 2035",5.0,9.83,-,0.87,3.81,0.87,USD,"Mar 17, 2016","Mar 17, 2016"
NEW YORK N Y CITY TRANSITIONAL,Local Tax-Backed,Fixed Income,"236,858.27",0.04,"236,858.27","200,000.00",64971XQM3,US64971XQM38,-,117.76,United States,-,USD,10.93,2.94,1.0,"May 01, 2045",4.0,15.09,-,1.81,7.54,1.81,USD,"May 20, 2020","May 20, 2020"
NEW YORK N Y CITY TRANSITIONAL,Local Tax-Backed,Fixed Income,"234,495.67",0.04,"234,495.67","200,000.00",64971WXS4,US64971WXS42,-,116.41,United States,-,USD,4.55,2.66,1.0,"Nov 01, 2029",5.0,6.55,-,0.66,3.53,0.66,USD,"Nov 05, 2015","Nov 05, 2015"
METROPOLITAN TRANSN AUTH N Y R,Transportation,Fixed Income,"233,090.34",0.04,"233,090.34","200,000.00",59261APR2,US59261APR22,-,115.91,United States,-,USD,3.57,0.82,1.0,"Nov 15, 2025",5.0,3.56,-,0.82,3.56,0.82,USD,"Dec 14, 2017","Dec 14, 2017"
HUDSON YDS INFRASTRUCTURE CORP,Local Tax-Backed,Fixed Income,"232,268.26",0.04,"232,268.26","200,000.00",44420RAJ9,US44420RAJ95,-,114.25,United States,-,USD,2.9,0.4,1.0,"Feb 15, 2025",5.0,2.89,-,0.4,2.89,0.4,USD,"May 30, 2017","May 30, 2017"
METROPOLITAN TRANSN AUTH N Y R,Transportation,Fixed Income,"231,868.57",0.04,"231,868.57","200,000.00",59261ACW5,US59261ACW53,-,115.26,United States,-,USD,7.33,4.39,1.0,"Nov 15, 2056",5.25,16.12,-,1.62,3.94,1.62,USD,"Feb 25, 2016","Feb 25, 2016"
NEW YORK ST TWY AUTH GEN REV,Transportation,Fixed Income,"231,442.64",0.04,"231,442.64","200,000.00",650009P23,US650009P231,-,113.22,United States,-,USD,2.77,0.55,1.0,"Jan 01, 2025",5.0,2.77,-,0.55,2.77,0.55,USD,"Mar 08, 2018","Mar 08, 2018"
ERIE CNTY NY INDL DEV AGY SCH,School Districts,Fixed Income,"225,309.60",0.04,"225,309.60","220,000.00",29509PJB6,US29509PJB67,-,101.58,United States,-,USD,0.33,0.25,1.0,"May 01, 2022",5.0,0.33,-,0.25,0.33,0.25,USD,"Apr 19, 2012","Apr 19, 2012"
NEW YORK N Y CITY TRANSITIONAL,State Tax-Backed,Fixed Income,"222,069.85",0.04,"222,069.85","200,000.00",64972HXA5,US64972HXA57,-,109.19,United States,-,USD,7.07,3.41,1.0,"Jul 15, 2044",4.0,14.64,-,1.33,3.27,1.33,USD,"Jun 25, 2015","Jun 25, 2015"
BATTERY PK CITY AUTH N Y REV,Local Tax-Backed,Fixed Income,"218,861.63",0.04,"218,861.63","200,000.00",07133AHD7,US07133AHD72,-,108.6,United States,-,USD,1.77,0.29,1.0,"Nov 01, 2023",5.0,1.76,-,0.29,1.76,0.29,USD,"Oct 23, 2013","Oct 23, 2013"
NEW YORK ST DORM AUTH REVS NON,Education,Fixed Income,"216,472.61",0.04,"216,472.61","190,000.00",64990BZX4,US64990BZX45,-,112.68,United States,-,USD,2.58,0.36,1.0,"Oct 01, 2024",5.0,2.58,-,0.36,2.58,0.36,USD,"Apr 27, 2016","Apr 27, 2016"
NEW YORK ST DORM AUTH ST PERSONAL,Prerefund/Escrow,Fixed Income,"214,495.72",0.04,"214,495.72","200,000.00",64990E5L7,US64990E5L73,-,105.36,United States,-,USD,1.09,0.22,1.0,"Feb 15, 2023",5.0,1.09,-,0.22,1.09,0.22,USD,"Oct 20, 2016","Oct 20, 2016"
NASSAU CNTY N Y,Local Tax-Backed,Fixed Income,"214,393.00",0.04,"214,393.00","200,000.00",63165TNX9,US63165TNX99,-,105.95,United States,-,USD,1.22,0.23,1.0,"Apr 01, 2023",5.0,1.21,-,0.23,1.21,0.23,USD,"Jun 02, 2015","Jun 02, 2015"
NEW YORK ST,Prerefund/Escrow,Fixed Income,"211,474.21",0.04,"211,474.21","200,000.00",649791HT0,US649791HT07,-,104.4,United States,-,USD,1.14,0.22,1.0,"Mar 01, 2023",4.0,1.14,-,0.22,1.14,0.22,USD,"Mar 19, 2013","Mar 19, 2013"
NEW YORK N Y CITY MUN WTR FIN,Utility,Fixed Income,"207,608.65",0.04,"207,608.65","195,000.00",64972GDE1,US64972GDE17,-,106.24,United States,-,USD,3.75,4.57,1.0,"Jun 15, 2046",5.0,14.33,-,0.68,1.42,0.68,USD,"Nov 21, 2013","Nov 21, 2013"
TRIBOROUGH BRDG & TUNL AUTH N,Local Tax-Backed,Fixed Income,"199,184.59",0.04,"199,184.59","190,000.00",89602HAD9,US89602HAD98,-,104.58,United States,-,USD,4.19,0.93,1.0,"May 15, 2026",2.0,4.18,-,0.93,4.18,0.93,USD,"May 05, 2021","May 05, 2021"
TRIBOROUGH BRDG & TUNL AUTH N,Local Tax-Backed,Fixed Income,"196,647.37",0.04,"196,647.37","190,000.00",89602HAC1,US89602HAC16,-,103.24,United States,-,USD,2.32,0.62,1.0,"May 15, 2024",2.0,2.32,-,0.62,2.32,0.62,USD,"May 05, 2021","May 05, 2021"
NEW YORK ST URBAN DEV CORP REV,State Tax-Backed,Fixed Income,"185,374.75",0.03,"185,374.75","155,000.00",650035T99,US650035T998,-,118.12,United States,-,USD,4.07,1.38,1.0,"Mar 15, 2027",5.0,4.61,-,0.63,3.82,0.63,USD,"Mar 17, 2016","Mar 17, 2016"
NASSAU CNTY N Y INTERIM FIN AU,Local Tax-Backed,Fixed Income,"180,086.93",0.03,"180,086.93","145,000.00",631663RB9,US631663RB99,-,123.69,United States,-,USD,9.47,2.03,1.0,"Nov 15, 2035",4.0,10.99,-,1.31,8.0,1.31,USD,"Feb 17, 2021","Feb 17, 2021"
UTILITY DEBT SECURITIZATION AU,Utility,Fixed Income,"175,904.10",0.03,"175,904.10","150,000.00",91802RBT5,US91802RBT59,-,117.05,United States,-,USD,5.89,3.52,1.0,"Dec 15, 2036",5.0,10.73,-,0.63,3.65,0.63,USD,"Oct 27, 2015","Oct 27, 2015"
PORT AUTH N Y & N J,Transportation,Fixed Income,"173,122.36",0.03,"173,122.36","170,000.00",73358WHU1,US73358WHU18,-,101.5,United States,-,USD,1.56,3.82,1.0,"Jun 01, 2032",4.0,8.45,-,0.38,0.42,0.38,USD,"Jun 01, 2012","Jun 01, 2012"
METROPOLITAN TRANSN AUTH N Y R,Prerefund/Escrow,Fixed Income,"172,946.91",0.03,"172,946.91","165,000.00",59261AUT2,US59261AUT23,-,104.18,United States,-,USD,0.86,0.2,1.0,"Nov 15, 2022",5.0,0.86,-,0.2,0.86,0.2,USD,"May 03, 2012","May 03, 2012"
WESTCHESTER CNTY N Y,Local Tax-Backed,Fixed Income,"164,198.73",0.03,"164,198.73","150,000.00",95736U7H1,US95736U7H16,-,109.24,United States,-,USD,1.89,0.26,1.0,"Dec 15, 2023",5.0,1.88,-,0.26,1.88,0.26,USD,"Dec 18, 2019","Dec 18, 2019"
TRIBOROUGH BRDG & TUNL AUTH N,Transportation,Fixed Income,"160,484.18",0.03,"160,484.18","200,000.00",89602NG24,US89602NG247,-,80.24,United States,-,USD,10.81,2.03,1.0,"Nov 15, 2032",0.0,10.66,-,2.03,10.66,2.03,USD,"Jan 29, 2013","Jan 29, 2013"
ERIE CNTY N Y FISCAL STABILITY,Local Tax-Backed,Fixed Income,"160,446.06",0.03,"160,446.06","130,000.00",29508RKV7,US29508RKV77,-,121.75,United States,-,USD,7.37,3.29,1.0,"Sep 01, 2038",5.0,11.69,-,1.04,4.98,1.04,USD,"Sep 14, 2017","Sep 14, 2017"
METROPOLITAN TRANSN AUTH N Y R,Transportation,Fixed Income,"158,442.90",0.03,"158,442.90","245,000.00",59261APK7,US59261APK78,-,64.67,United States,-,USD,17.72,2.45,1.0,"Nov 15, 2039",0.0,17.44,-,2.45,17.44,2.45,USD,"Dec 14, 2017","Dec 14, 2017"
SYRACUSE NY INDL DEV AGY FAC REVEN,School Districts,Fixed Income,"158,139.88",0.03,"158,139.88","130,000.00",871683EN4,US871683EN49,-,120.81,United States,-,USD,6.01,2.68,1.0,"May 01, 2032",5.0,8.25,-,0.98,4.75,0.98,USD,"Apr 11, 2019","Apr 11, 2019"
METROPOLITAN TRANSN AUTH N Y R,Prerefund/Escrow,Fixed Income,"157,224.46",0.03,"157,224.46","150,000.00",59261ASB4,US59261ASB43,-,104.18,United States,-,USD,0.86,0.2,1.0,"Nov 15, 2022",5.0,0.86,-,0.2,0.86,0.2,USD,"Jun 26, 2014","Jun 26, 2014"
TRIBOROUGH BRDG & TUNL AUTH N,Transportation,Fixed Income,"157,153.74",0.03,"157,153.74","150,000.00",89602NG99,US89602NG999,-,104.13,United States,-,USD,0.86,0.26,1.0,"Nov 15, 2022",5.0,0.86,-,0.26,0.86,0.26,USD,"Jan 29, 2013","Jan 29, 2013"
UNITED NATIONS DEV CORP N Y RE,Education,Fixed Income,"153,073.05",0.03,"153,073.05","125,000.00",911157LU7,US911157LU75,-,119.96,United States,-,USD,4.03,0.51,1.0,"Jul 01, 2026",5.0,4.04,-,0.51,4.04,0.51,USD,"Apr 11, 2019","Apr 11, 2019"
NEW YORK ST DORM AUTH REVS NON,Education,Fixed Income,"151,602.18",0.03,"151,602.18","125,000.00",64990GVR0,US64990GVR00,-,118.78,United States,-,USD,4.03,0.75,1.0,"Jul 01, 2026",5.0,4.03,-,0.75,4.03,0.75,USD,"Dec 03, 2019","Dec 03, 2019"
NEW YORK ST URBAN DEV CORP REV,State Tax-Backed,Fixed Income,"148,538.76",0.03,"148,538.76","145,000.00",650035M47,US650035M472,-,100.97,United States,-,USD,0.2,0.28,1.0,"Mar 15, 2022",5.0,0.21,-,0.28,0.21,0.28,USD,"Dec 18, 2014","Dec 18, 2014"
NEW YORK ST DORM AUTH REVS,Health,Fixed Income,"145,728.56",0.03,"145,728.56","135,000.00",649838JY6,US649838JY60,-,105.2,United States,-,USD,0.98,1.96,1.0,"Jul 01, 2023",5.5,0.98,-,1.96,0.98,1.96,USD,"Mar 01, 1998","Mar 01, 1998"
NEW YORK ST TWY AUTH GEN REV,Transportation,Fixed Income,"145,035.12",0.03,"145,035.12","130,000.00",650009B44,US650009B447,-,109.07,United States,-,USD,2.01,1.88,1.0,"Jan 01, 2025",5.0,2.75,-,0.44,1.89,0.44,USD,"Feb 06, 2014","Feb 06, 2014"
ALBANY CNTY N Y,Local Tax-Backed,Fixed Income,"142,991.33",0.03,"142,991.33","125,000.00",01212PBL9,US01212PBL94,-,113.39,United States,-,USD,4.86,2.01,1.0,"Apr 01, 2029",4.0,6.31,-,0.79,3.92,0.79,USD,"Apr 12, 2018","Apr 12, 2018"
PORT AUTH N Y & N J,Transportation,Fixed Income,"142,344.87",0.03,"142,344.87","125,000.00",73358WU69,US73358WU691,-,111.57,United States,-,USD,2.37,0.41,1.0,"Jul 15, 2024",5.0,2.37,-,0.41,2.37,0.41,USD,"May 04, 2018","May 04, 2018"
WESTCHESTER CNTY N Y,Local Tax-Backed,Fixed Income,"142,238.39",0.03,"142,238.39","125,000.00",95736UR71,US95736UR718,-,113.15,United States,-,USD,2.71,0.39,1.0,"Nov 15, 2024",5.0,2.7,-,0.39,2.7,0.39,USD,"Dec 01, 2015","Dec 01, 2015"
NEW YORK N Y CITY TRANSITIONAL,Local Tax-Backed,Fixed Income,"139,697.22",0.03,"139,697.22","115,000.00",64971WU32,US64971WU320,-,120.64,United States,-,USD,4.37,0.65,1.0,"Nov 01, 2026",5.0,4.36,-,0.65,4.36,0.65,USD,"Mar 22, 2017","Mar 22, 2017"
NEW YORK ST DORM AUTH REVS NON,Education,Fixed Income,"131,070.24",0.02,"131,070.24","125,000.00",64990BZV8,US64990BZV88,-,103.61,United States,-,USD,0.74,0.19,1.0,"Oct 01, 2022",5.0,0.74,-,0.19,0.74,0.19,USD,"Apr 27, 2016","Apr 27, 2016"
NEW YORK ST DORM AUTH SALES TA,State Tax-Backed,Fixed Income,"127,335.74",0.02,"127,335.74","105,000.00",64990AGS8,US64990AGS87,-,119.8,United States,-,USD,7.63,3.69,1.0,"Mar 15, 2044",5.0,14.01,-,1.08,4.62,1.08,USD,"Jul 27, 2017","Jul 27, 2017"
