,,,,,,,,,,,,,,,,,,,,,,,,,,iShares Short-Term National Muni Bond ETF
NORTH CAROLINA ST GRANT ANTIC,Transportation,Fixed Income,"1,967,460.29",0.03,"1,967,460.29","1,835,000.00",658268DQ7,US658268DQ74,-,105.52,United States,-,USD,1.13,0.25,1.0,"Mar 01, 2023",5.0,1.13,-,0.25,1.13,0.25,USD,"Aug 16, 2017","Aug 16, 2017"
NORTH TEX TWY AUTH REV,Transportation,Fixed Income,"1,956,401.82",0.03,"1,956,401.82","1,825,000.00",66285WZE9,US66285WZE91,-,104.7,United States,-,USD,0.97,0.29,1.0,"Jan 01, 2023",5.0,0.97,-,0.29,0.97,0.29,USD,"Aug 15, 2019","Aug 15, 2019"
CALIFORNIA ST,State Tax-Backed,Fixed Income,"1,954,475.98",0.03,"1,954,475.98","1,660,000.00",13063DB56,US13063DB567,-,117.32,United States,-,USD,3.61,0.53,1.0,"Dec 01, 2025",5.0,3.61,-,0.53,3.61,0.53,USD,"Mar 23, 2021","Mar 23, 2021"
METROPOLITAN ATLANTA RAPID TRA,Local Tax-Backed,Fixed Income,"1,953,485.53",0.03,"1,953,485.53","1,710,000.00",5917454G6,US5917454G68,-,112.24,United States,-,USD,3.25,0.47,1.0,"Jul 01, 2025",4.0,3.25,-,0.47,3.25,0.47,USD,"Jul 19, 2018","Jul 19, 2018"
ILLINOIS ST,State Tax-Backed,Fixed Income,"1,945,501.37",0.03,"1,945,501.37","1,750,000.00",452153AZ2,US452153AZ23,-,109.5,United States,-,USD,2.05,0.58,1.0,"Mar 01, 2024",5.0,2.05,-,0.58,2.05,0.58,USD,"Mar 24, 2021","Mar 24, 2021"
WASHINGTON ST FOR ISSUES DTD P,State Tax-Backed,Fixed Income,"1,942,489.96",0.03,"1,942,489.96","1,705,000.00",93974DGH5,US93974DGH52,-,111.43,United States,-,USD,2.33,0.4,1.0,"Jul 01, 2024",5.0,2.33,-,0.4,2.33,0.4,USD,"Jul 09, 2014","Jul 09, 2014"
ILLINOIS ST SALES TAX REVENUE,State Tax-Backed,Fixed Income,"1,939,648.46",0.03,"1,939,648.46","1,800,000.00",452227RX1,US452227RX10,-,106.48,United States,-,USD,1.41,0.52,1.0,"Jun 15, 2023",5.0,1.41,-,0.52,1.41,0.52,USD,"Sep 29, 2021","Sep 29, 2021"
SOUTH CAROLINA TRANSN INFRASTR,State Tax-Backed,Fixed Income,"1,937,004.94",0.03,"1,937,004.94","1,645,000.00",837152TZ0,US837152TZ09,-,116.5,United States,-,USD,3.47,0.54,1.0,"Oct 01, 2025",5.0,3.47,-,0.54,3.47,0.54,USD,"Jul 20, 2016","Jul 20, 2016"
NEW YORK N Y,Local Tax-Backed,Fixed Income,"1,929,892.09",0.03,"1,929,892.09","1,585,000.00",64966QKK5,US64966QKK57,-,119.68,United States,-,USD,4.12,0.64,1.0,"Aug 01, 2026",5.0,4.11,-,0.64,4.11,0.64,USD,"Mar 24, 2020","Jul 14, 2003"
SANTA MONICA-MALIBU UNI SCH DI,Prerefund/Escrow,Fixed Income,"1,928,772.44",0.03,"1,928,772.44","1,760,000.00",802498SD8,US802498SD86,-,107.51,United States,-,USD,1.51,0.25,1.0,"Aug 01, 2023",5.0,1.51,-,0.25,1.51,0.25,USD,"Sep 06, 2018","Sep 06, 2018"
HOUSTON TEX INDPT SCH DIST,School Districts,Fixed Income,"1,922,019.83",0.03,"1,922,019.83","1,655,000.00",442403LY5,US442403LY53,-,114.25,United States,-,USD,2.9,0.4,1.0,"Feb 15, 2025",5.0,2.89,-,0.4,2.89,0.4,USD,"May 23, 2017","May 23, 2017"
DALLAS FT WORTH TEX INTL ARPT,Transportation,Fixed Income,"1,919,417.05",0.03,"1,919,417.05","1,590,000.00",23503CAE7,US23503CAE75,-,120.01,United States,-,USD,4.37,0.77,1.0,"Nov 01, 2026",5.0,4.36,-,0.77,4.36,0.77,USD,"Nov 10, 2021","Nov 01, 2021"
NEW YORK N Y,Local Tax-Backed,Fixed Income,"1,918,761.62",0.03,"1,918,761.62","1,685,000.00",64966MXU8,US64966MXU88,-,111.79,United States,-,USD,2.42,0.41,1.0,"Aug 01, 2024",5.0,2.41,-,0.41,2.41,0.41,USD,"Mar 13, 2018","Apr 01, 2008"
NEW YORK N Y,Local Tax-Backed,Fixed Income,"1,905,744.79",0.03,"1,905,744.79","1,615,000.00",64966QGK0,US64966QGK04,-,115.92,United States,-,USD,3.28,0.51,1.0,"Aug 01, 2025",5.0,3.28,-,0.51,3.28,0.51,USD,"Feb 25, 2020","Feb 25, 2020"
NEW YORK N Y,Local Tax-Backed,Fixed Income,"1,903,377.13",0.03,"1,903,377.13","1,815,000.00",64966LRH6,US64966LRH68,-,102.79,United States,-,USD,0.57,0.22,1.0,"Aug 01, 2022",5.0,0.57,-,0.22,0.57,0.22,USD,"Sep 04, 2014","Sep 04, 2014"
NEW MEXICO ST SEVERANCE TAX,State Tax-Backed,Fixed Income,"1,903,264.72",0.03,"1,903,264.72","1,770,000.00",647310X55,US647310X555,-,105.53,United States,-,USD,1.45,0.3,1.0,"Jul 01, 2023",4.0,1.44,-,0.3,1.44,0.3,USD,"Jun 23, 2016","Jun 23, 2016"
LEANDER TEX INDPT SCH DIST,Prerefund/Escrow,Fixed Income,"1,898,997.00",0.03,"1,898,997.00","5,000,000.00",521841DM5,US521841DM58,-,37.98,United States,-,USD,2.62,0.61,1.0,"Aug 15, 2024",0.0,2.61,-,0.61,2.61,0.61,USD,"Feb 20, 2014","Feb 15, 2014"
NEW YORK N Y,Local Tax-Backed,Fixed Income,"1,896,443.55",0.03,"1,896,443.55","1,665,000.00",64966LRL7,US64966LRL70,-,111.82,United States,-,USD,2.58,1.59,1.0,"Aug 01, 2025",5.0,3.26,-,0.4,2.41,0.4,USD,"Sep 04, 2014","Sep 04, 2014"
MARYLAND ST DEPT TRANSN CONS T,State Tax-Backed,Fixed Income,"1,889,827.17",0.03,"1,889,827.17","1,660,000.00",574204L43,US574204L438,-,112.6,United States,-,USD,2.58,0.39,1.0,"Oct 01, 2024",5.0,2.58,-,0.39,2.58,0.39,USD,"Oct 03, 2018","Oct 03, 2018"
CALIFORNIA ST FOR PREVIOUS ISS,State Tax-Backed,Fixed Income,"1,882,236.78",0.03,"1,882,236.78","1,685,000.00",13063CSC5,US13063CSC54,-,110.04,United States,-,USD,2.05,0.35,1.0,"Mar 01, 2024",5.0,2.05,-,0.35,2.05,0.35,USD,"Mar 18, 2015","Mar 18, 2015"
PENNSYLVANIA ST,State Tax-Backed,Fixed Income,"1,879,474.71",0.03,"1,879,474.71","1,835,000.00",70914PTS1,US70914PTS10,-,101.17,United States,-,USD,0.25,0.3,1.0,"Apr 01, 2022",5.0,0.25,-,0.3,0.25,0.3,USD,"Apr 11, 2013","Apr 11, 2013"
SANTA MONICA CALIF CMNTY COLLEGE D,School Districts,Fixed Income,"1,877,608.99",0.03,"1,877,608.99","1,930,000.00",802385JL9,US802385JL91,-,97.29,United States,-,USD,3.58,0.77,1.0,"Aug 01, 2025",0.0,3.56,-,0.77,3.56,0.77,USD,"Apr 07, 2009","Apr 07, 2009"
OREGON ST DEPT TRANSN HWY USER,Prerefund/Escrow,Fixed Income,"1,877,725.39",0.03,"1,877,725.39","1,650,000.00",68607DSG1,US68607DSG15,-,113.16,United States,-,USD,2.71,0.39,1.0,"Nov 15, 2024",5.0,2.7,-,0.39,2.7,0.39,USD,"Jan 27, 2015","Jan 27, 2015"
METROPOLITAN TRANSN AUTH N Y R,Transportation,Fixed Income,"1,872,939.81",0.03,"1,872,939.81","1,790,000.00",59259YTR0,US59259YTR08,-,103.99,United States,-,USD,0.86,0.41,1.0,"Nov 15, 2022",5.0,0.86,-,0.41,0.86,0.41,USD,"Sep 28, 2012","Sep 28, 2012"
ENERGY NORTHWEST WASH ELEC REV,Utility,Fixed Income,"1,872,733.01",0.03,"1,872,733.01","1,710,000.00",29270CX42,US29270CX426,-,107.02,United States,-,USD,1.43,0.31,1.0,"Jul 01, 2023",5.0,1.43,-,0.31,1.43,0.31,USD,"Mar 29, 2018","Mar 29, 2018"
NORTHEAST OHIO REGL SWR DIST W,Prerefund/Escrow,Fixed Income,"1,872,035.31",0.03,"1,872,035.31","1,645,000.00",663903FN7,US663903FN76,-,113.16,United States,-,USD,2.71,0.39,1.0,"Nov 15, 2024",5.0,2.7,-,0.39,2.7,0.39,USD,"Dec 18, 2014","Dec 18, 2014"
NORTH CAROLINA ST GRANT ANTIC,Transportation,Fixed Income,"1,871,982.06",0.03,"1,871,982.06","1,750,000.00",658268EH6,US658268EH66,-,105.51,United States,-,USD,1.13,0.26,1.0,"Mar 01, 2023",5.0,1.13,-,0.26,1.13,0.26,USD,"Sep 16, 2021","Sep 16, 2021"
KING CNTY WASH,Local Tax-Backed,Fixed Income,"1,870,558.78",0.03,"1,870,558.78","1,585,000.00",49474FZK9,US49474FZK91,-,116.45,United States,-,USD,4.55,0.65,1.0,"Jan 01, 2027",4.0,4.54,-,0.65,4.54,0.65,USD,"Aug 10, 2021","Aug 10, 2021"
GEORGIA ST,State Tax-Backed,Fixed Income,"1,859,635.05",0.03,"1,859,635.05","1,630,000.00",3733843K0,US3733843K08,-,111.59,United States,-,USD,2.33,0.34,1.0,"Jul 01, 2024",5.0,2.33,-,0.34,2.33,0.34,USD,"Jul 07, 2016","Jul 07, 2016"
NORTH TEX TWY AUTH REV,Transportation,Fixed Income,"1,858,262.54",0.03,"1,858,262.54","1,665,000.00",66285WZF6,US66285WZF66,-,109.11,United States,-,USD,1.89,0.42,1.0,"Jan 01, 2024",5.0,1.89,-,0.42,1.89,0.42,USD,"Aug 15, 2019","Aug 15, 2019"
NEW YORK N Y,Local Tax-Backed,Fixed Income,"1,856,421.18",0.03,"1,856,421.18","1,695,000.00",64966QGG9,US64966QGG91,-,107.44,United States,-,USD,1.51,0.29,1.0,"Aug 01, 2023",5.0,1.51,-,0.29,1.51,0.29,USD,"Feb 25, 2020","Feb 25, 2020"
UTAH ST,State Tax-Backed,Fixed Income,"1,852,673.32",0.03,"1,852,673.32","1,690,000.00",917542UG5,US917542UG57,-,107.13,United States,-,USD,1.43,0.24,1.0,"Jul 01, 2023",5.0,1.43,-,0.24,1.43,0.24,USD,"Jul 10, 2017","Jul 10, 2017"
NEW YORK ST DORM AUTH ST PERS,State Tax-Backed,Fixed Income,"1,849,874.62",0.03,"1,849,874.62","1,540,000.00",64990FNZ3,US64990FNZ35,-,118.23,United States,-,USD,3.75,0.52,1.0,"Feb 15, 2026",5.0,3.74,-,0.52,3.74,0.52,USD,"Jan 03, 2020","Jan 03, 2020"
MINNEAPOLIS MINN,Local Tax-Backed,Fixed Income,"1,844,106.60",0.03,"1,844,106.60","1,665,000.00",60375BGD2,US60375BGD29,-,110.42,United States,-,USD,2.78,0.4,1.0,"Dec 01, 2024",4.0,2.78,-,0.4,2.78,0.4,USD,"Jun 04, 2019","Jun 04, 2019"
HOUSTON TEX INDPT SCH DIST,School Districts,Fixed Income,"1,844,009.98",0.03,"1,844,009.98","1,800,000.00",442403LU3,US442403LU32,-,100.56,United States,-,USD,0.13,0.44,1.0,"Feb 15, 2022",5.0,0.12,-,0.44,0.12,0.44,USD,"May 23, 2017","May 23, 2017"
SAN DIEGO CALIF ASSN GOVTS CAP,Transportation,Fixed Income,"1,835,767.23",0.03,"1,835,767.23","1,680,000.00",797258AB6,US797258AB64,-,108.63,United States,-,USD,1.92,1.9,1.0,"Nov 15, 2024",5.0,2.68,-,0.37,1.8,0.37,USD,"Aug 14, 2019","Aug 14, 2019"
CALIFORNIA ST DEPT WTR RES CEN,Utility,Fixed Income,"1,834,153.39",0.03,"1,834,153.39","1,555,000.00",13067WQL9,US13067WQL99,-,117.54,United States,-,USD,3.61,0.48,1.0,"Dec 01, 2025",5.0,3.61,-,0.48,3.61,0.48,USD,"Apr 24, 2019","Apr 24, 2019"
MICHIGAN FIN AUTH REV,Utility,Fixed Income,"1,827,452.56",0.03,"1,827,452.56","1,610,000.00",59447PZF1,US59447PZF16,-,111.01,United States,-,USD,2.33,0.56,1.0,"Jul 01, 2024",5.0,2.33,-,0.56,2.33,0.56,USD,"Sep 04, 2014","Sep 04, 2014"
DELAWARE RIV PORT AUTH PA & NJ,Transportation,Fixed Income,"1,823,273.29",0.03,"1,823,273.29","1,700,000.00",246352HH4,US246352HH49,-,104.75,United States,-,USD,0.97,0.24,1.0,"Jan 01, 2023",5.0,0.97,-,0.24,0.97,0.24,USD,"Dec 18, 2018","Dec 18, 2018"
CONNECTICUT ST,State Tax-Backed,Fixed Income,"1,819,109.18",0.03,"1,819,109.18","1,500,000.00",20772J3V2,US20772J3V28,-,120.22,United States,-,USD,4.32,0.7,1.0,"Oct 15, 2026",5.0,4.32,-,0.7,4.32,0.7,USD,"Oct 26, 2016","Oct 26, 2016"
NEW YORK ST DORM AUTH ST PERS,State Tax-Backed,Fixed Income,"1,810,541.40",0.03,"1,810,541.40","1,730,000.00",64990FC36,US64990FC364,-,104.43,United States,-,USD,0.98,2.66,1.0,"Dec 15, 2023",5.0,1.86,-,0.35,0.94,0.35,USD,"Jun 28, 2012","Jun 28, 2012"
CONNECTICUT ST HEALTH & EDL FA,Education,Fixed Income,"1,809,188.11",0.03,"1,809,188.11","1,725,000.00",20774YX36,US20774YX362,-,102.38,United States,-,USD,0.49,0.23,1.0,"Jul 01, 2022",5.0,0.49,-,0.23,0.49,0.23,USD,"Jun 07, 2017","Jun 07, 2017"
METROPOLITAN TRANSN AUTH N Y R,Transportation,Fixed Income,"1,807,273.74",0.03,"1,807,273.74","1,600,000.00",59261ANE3,US59261ANE37,-,112.32,United States,-,USD,2.7,0.66,1.0,"Nov 15, 2024",5.0,2.7,-,0.66,2.7,0.66,USD,"Sep 28, 2017","Sep 28, 2017"
MARYLAND ST,State Tax-Backed,Fixed Income,"1,807,062.36",0.03,"1,807,062.36","1,585,000.00",574193NW4,US574193NW40,-,111.93,United States,-,USD,2.42,0.36,1.0,"Aug 01, 2024",5.0,2.42,-,0.36,2.42,0.36,USD,"Mar 22, 2017","Mar 22, 2017"
METROPOLITAN TRANSN AUTH N Y R,Transportation,Fixed Income,"1,804,882.49",0.03,"1,804,882.49","1,725,000.00",59261ANA1,US59261ANA15,-,103.99,United States,-,USD,0.86,0.41,1.0,"Nov 15, 2022",5.0,0.86,-,0.41,0.86,0.41,USD,"Sep 28, 2017","Sep 28, 2017"
COLUMBUS OHIO,Local Tax-Backed,Fixed Income,"1,802,315.96",0.03,"1,802,315.96","1,645,000.00",199492DG1,US199492DG12,-,107.06,United States,-,USD,1.43,0.28,1.0,"Jul 01, 2023",5.0,1.43,-,0.28,1.43,0.28,USD,"Jun 13, 2013","Jun 13, 2013"
CLARK CNTY NEV PASSENGER FAC C,Transportation,Fixed Income,"1,801,034.99",0.03,"1,801,034.99","1,645,000.00",181006HG5,US181006HG56,-,106.99,United States,-,USD,1.43,0.33,1.0,"Jul 01, 2023",5.0,1.43,-,0.33,1.43,0.33,USD,"Nov 27, 2019","Nov 27, 2019"
VIRGINIA COLLEGE BLDG AUTH VA,State Tax-Backed,Fixed Income,"1,799,904.22",0.03,"1,799,904.22","1,610,000.00",92778VFC7,US92778VFC72,-,109.71,United States,-,USD,1.97,0.32,1.0,"Feb 01, 2024",5.0,1.97,-,0.32,1.97,0.32,USD,"Dec 21, 2017","Dec 21, 2017"
NEW JERSEY ECONOMIC DEV AUTH R,State Tax-Backed,Fixed Income,"1,799,520.56",0.03,"1,799,520.56","1,685,000.00",64577BKG8,US64577BKG85,-,106.57,United States,-,USD,1.42,0.46,1.0,"Jun 15, 2023",5.0,1.42,-,0.46,1.42,0.46,USD,"Aug 31, 2015","Aug 31, 2015"
RICHARDSON TEX INDPT SCH DIST,School Districts,Fixed Income,"1,798,702.54",0.03,"1,798,702.54","1,750,000.00",7632615J9,US7632615J98,-,100.56,United States,-,USD,0.13,0.39,1.0,"Feb 15, 2022",5.0,0.12,-,0.39,0.12,0.39,USD,"Jul 21, 2021","Jun 15, 2021"
NEW YORK N Y,Local Tax-Backed,Fixed Income,"1,796,183.32",0.03,"1,796,183.32","1,640,000.00",64966KYW7,US64966KYW79,-,107.44,United States,-,USD,1.51,0.29,1.0,"Aug 01, 2023",5.0,1.51,-,0.29,1.51,0.29,USD,"Jun 11, 2013","Jun 11, 2013"
NORTH CAROLINA ST GRANT ANTIC,Transportation,Fixed Income,"1,794,268.10",0.03,"1,794,268.10","1,500,000.00",658268EL7,US658268EL78,-,118.16,United States,-,USD,3.79,0.58,1.0,"Mar 01, 2026",5.0,3.79,-,0.58,3.79,0.58,USD,"Sep 16, 2021","Sep 16, 2021"
OREGON ST DEPT ADMINISTRATIVE,State Tax-Backed,Fixed Income,"1,793,063.72",0.03,"1,793,063.72","1,550,000.00",68607VK79,US68607VK790,-,114.43,United States,-,USD,3.22,1.48,1.0,"Apr 01, 2026",5.0,3.84,-,0.52,3.02,0.52,USD,"Jan 28, 2015","Jan 28, 2015"
CLARK CNTY NEV ARPT REV,Transportation,Fixed Income,"1,793,548.42",0.03,"1,793,548.42","1,575,000.00",18085PSE5,US18085PSE50,-,111.38,United States,-,USD,2.33,0.42,1.0,"Jul 01, 2024",5.0,2.33,-,0.42,2.33,0.42,USD,"Nov 27, 2019","Nov 27, 2019"
CALIFORNIA ST,State Tax-Backed,Fixed Income,"1,792,113.15",0.03,"1,792,113.15","1,605,000.00",13063DKZ0,US13063DKZ05,-,110.41,United States,-,USD,2.14,0.35,1.0,"Apr 01, 2024",5.0,2.13,-,0.35,2.13,0.35,USD,"Mar 14, 2019","Mar 14, 2019"
ESTRN CA MUNI WTR DIST WTR & WSTWT,Utility,Fixed Income,"1,780,909.81",0.03,"1,780,909.81","1,625,000.00",27627TAR3,US27627TAR32,-,107.09,United States,-,USD,1.43,0.26,1.0,"Jul 01, 2023",5.0,1.43,-,0.26,1.43,0.26,USD,"Apr 05, 2016","Apr 05, 2016"
NEW YORK N Y CITY MUN WTR FIN,Utility,Fixed Income,"1,781,158.38",0.03,"1,781,158.38","1,700,000.00",64972GPV0,US64972GPV04,-,104.55,United States,-,USD,1.02,3.06,1.0,"Jun 15, 2024",5.0,2.3,-,0.23,0.94,0.23,USD,"Nov 29, 2017","Nov 29, 2017"
OHIO ST WTR DEV AUTH WTR POLLU,Utility,Fixed Income,"1,779,378.03",0.03,"1,779,378.03","1,565,000.00",67766WWV0,US67766WWV08,-,113.28,United States,-,USD,2.75,0.41,1.0,"Dec 01, 2024",5.0,2.75,-,0.41,2.75,0.41,USD,"Jan 13, 2016","Jan 13, 2016"
MIAMI-DADE CNTY FLA WTR & SWR,Utility,Fixed Income,"1,778,068.99",0.03,"1,778,068.99","1,625,000.00",59334DHW7,US59334DHW74,-,108.17,United States,-,USD,1.68,0.31,1.0,"Oct 01, 2023",5.0,1.68,-,0.31,1.68,0.31,USD,"Jun 03, 2015","Jun 03, 2015"
NEW YORK N Y CITY TRANSITIONAL,Local Tax-Backed,Fixed Income,"1,772,689.56",0.03,"1,772,689.56","1,690,000.00",64971XGX0,US64971XGX03,-,102.81,United States,-,USD,0.57,0.18,1.0,"Aug 01, 2022",5.0,0.57,-,0.18,0.57,0.18,USD,"Sep 25, 2018","Sep 25, 2018"
CLARK CNTY NEV HWY IMPT REV,Local Tax-Backed,Fixed Income,"1,768,911.01",0.03,"1,768,911.01","1,455,000.00",181000PS3,US181000PS33,-,119.07,United States,-,USD,4.03,0.69,1.0,"Jul 01, 2026",5.0,4.03,-,0.69,4.03,0.69,USD,"Jun 13, 2017","Jun 13, 2017"
CONNECTICUT ST,State Tax-Backed,Fixed Income,"1,767,170.39",0.03,"1,767,170.39","1,650,000.00",20772KFP9,US20772KFP93,-,106.05,United States,-,USD,1.26,0.3,1.0,"Apr 15, 2023",5.0,1.25,-,0.3,1.25,0.3,USD,"Apr 11, 2019","Apr 11, 2019"
WASHINGTON ST,State Tax-Backed,Fixed Income,"1,764,470.65",0.03,"1,764,470.65","1,610,000.00",93974EHJ8,US93974EHJ82,-,107.09,United States,-,USD,1.43,0.26,1.0,"Jul 01, 2023",5.0,1.43,-,0.26,1.43,0.26,USD,"Apr 29, 2020","Apr 29, 2020"
OMAHA NEB SAN SEW REV,Utility,Fixed Income,"1,764,880.22",0.03,"1,764,880.22","1,670,000.00",681810MJ3,US681810MJ36,-,104.68,United States,-,USD,1.23,0.25,1.0,"Apr 01, 2023",4.0,1.22,-,0.25,1.22,0.25,USD,"Nov 05, 2020","Nov 05, 2020"
NEW YORK ST DORM AUTH SALES TA,Prerefund/Escrow,Fixed Income,"1,758,389.50",0.03,"1,758,389.50","1,640,000.00",64990AAL9,US64990AAL98,-,105.75,United States,-,USD,1.17,0.22,1.0,"Mar 15, 2023",5.0,1.17,-,0.22,1.17,0.22,USD,"Oct 24, 2013","Oct 24, 2013"
CONNECTICUT ST SPL TAX OBLIG R,State Tax-Backed,Fixed Income,"1,757,531.91",0.03,"1,757,531.91","1,640,000.00",207758NV1,US207758NV11,-,104.67,United States,-,USD,1.01,2.59,1.0,"Jan 01, 2024",5.0,1.86,-,0.32,0.97,0.32,USD,"Dec 21, 2012","Dec 21, 2012"
PENNSYLVANIA ST,State Tax-Backed,Fixed Income,"1,751,088.71",0.03,"1,751,088.71","1,540,000.00",70914PYQ9,US70914PYQ98,-,111.82,United States,-,USD,2.45,0.46,1.0,"Aug 15, 2024",5.0,2.45,-,0.46,2.45,0.46,USD,"Jun 16, 2015","Jun 16, 2015"
MASSACHUSETTS ST WTR RES AUTH,Utility,Fixed Income,"1,747,931.90",0.03,"1,747,931.90","1,625,000.00",576051YK6,US576051YK62,-,107.44,United States,-,USD,1.54,0.29,1.0,"Aug 01, 2023",5.0,1.54,-,0.29,1.54,0.29,USD,"Dec 22, 2021","Dec 22, 2021"
NEW YORK ST URBAN DEV CORP REV,State Tax-Backed,Fixed Income,"1,746,610.90",0.03,"1,746,610.90","1,705,000.00",650035M47,US650035M472,-,100.97,United States,-,USD,0.2,0.28,1.0,"Mar 15, 2022",5.0,0.21,-,0.28,0.21,0.28,USD,"Dec 18, 2014","Dec 18, 2014"
MINNESOTA ST,State Tax-Backed,Fixed Income,"1,741,380.52",0.03,"1,741,380.52","1,530,000.00",60412AJY0,US60412AJY01,-,112.57,United States,-,USD,2.58,0.4,1.0,"Oct 01, 2024",5.0,2.58,-,0.4,2.58,0.4,USD,"Oct 11, 2017","Oct 11, 2017"
NEW YORK N Y,Local Tax-Backed,Fixed Income,"1,740,829.77",0.03,"1,740,829.77","1,660,000.00",64966LDX6,US64966LDX64,-,102.79,United States,-,USD,0.57,0.22,1.0,"Aug 01, 2022",5.0,0.57,-,0.22,0.57,0.22,USD,"Dec 19, 2013","Dec 19, 2013"
OREGON ST,State Tax-Backed,Fixed Income,"1,738,849.10",0.03,"1,738,849.10","1,500,000.00",68609TD39,US68609TD399,-,115.09,United States,-,USD,3.1,0.44,1.0,"May 01, 2025",5.0,3.1,-,0.44,3.1,0.44,USD,"Mar 30, 2021","Mar 30, 2021"
SAN FRANCISCO CALIF CITY & CNT,Utility,Fixed Income,"1,737,235.85",0.03,"1,737,235.85","1,500,000.00",79765RD63,US79765RD630,-,114.98,United States,-,USD,3.21,1.01,1.0,"Nov 01, 2025",5.0,3.52,-,0.46,3.1,0.46,USD,"Apr 16, 2015","Apr 16, 2015"
CALIFORNIA INFRASTRUCTURE & EC,Utility,Fixed Income,"1,737,477.49",0.03,"1,737,477.49","1,525,000.00",13034ARX0,US13034ARX09,-,112.68,United States,-,USD,2.58,0.36,1.0,"Oct 01, 2024",5.0,2.58,-,0.36,2.58,0.36,USD,"Mar 23, 2017","Mar 23, 2017"
NORTH CAROLINA ST GRANT ANTIC,Transportation,Fixed Income,"1,737,352.55",0.03,"1,737,352.55","1,500,000.00",658268EK9,US658268EK95,-,114.37,United States,-,USD,2.94,0.43,1.0,"Mar 01, 2025",5.0,2.94,-,0.43,2.94,0.43,USD,"Sep 16, 2021","Sep 16, 2021"
HENRICO CNTY VA,Local Tax-Backed,Fixed Income,"1,736,913.54",0.03,"1,736,913.54","1,470,000.00",426056U47,US426056U474,-,116.07,United States,-,USD,3.28,0.47,1.0,"Aug 01, 2025",5.0,3.28,-,0.47,3.28,0.47,USD,"Jul 02, 2020","Jul 02, 2020"
CALIFORNIA ST,State Tax-Backed,Fixed Income,"1,730,253.36",0.03,"1,730,253.36","1,650,000.00",13063DFF0,US13063DFF06,-,103.61,United States,-,USD,0.74,0.18,1.0,"Oct 01, 2022",5.0,0.74,-,0.18,0.74,0.18,USD,"Mar 15, 2018","Mar 15, 2018"
CONNECTICUT ST SPL TAX OBLIG R,State Tax-Backed,Fixed Income,"1,726,987.62",0.03,"1,726,987.62","1,520,000.00",207758SC8,US207758SC84,-,111.95,United States,-,USD,2.67,1.63,1.0,"Sep 01, 2025",5.0,3.34,-,0.48,2.5,0.48,USD,"Oct 16, 2014","Oct 16, 2014"
MISSOURI ST HWYS & TRANS COMMN,State Tax-Backed,Fixed Income,"1,720,430.53",0.03,"1,720,430.53","1,605,000.00",60636WRH0,US60636WRH06,-,106.36,United States,-,USD,1.3,0.22,1.0,"May 01, 2023",5.0,1.3,-,0.22,1.3,0.22,USD,"Jun 03, 2014","Jun 03, 2014"
OHIO STATE,State Tax-Backed,Fixed Income,"1,718,534.91",0.03,"1,718,534.91","1,570,000.00",677521SC1,US677521SC19,-,107.99,United States,-,USD,1.64,0.3,1.0,"Sep 15, 2023",5.0,1.63,-,0.3,1.63,0.3,USD,"Jan 24, 2012","Jan 24, 2012"
NEW YORK N Y CITY TRANSITIONAL,Local Tax-Backed,Fixed Income,"1,716,674.60",0.03,"1,716,674.60","1,485,000.00",64971WPD6,US64971WPD64,-,114.77,United States,-,USD,3.43,1.8,1.0,"Nov 01, 2026",5.0,4.32,-,0.52,3.1,0.52,USD,"Mar 12, 2015","Mar 12, 2015"
NEW YORK ST ENVIRONMENTAL FACS,Utility,Fixed Income,"1,709,955.96",0.03,"1,709,955.96","1,670,000.00",64986AU90,US64986AU902,-,102.17,United States,-,USD,0.48,4.06,1.0,"Jun 15, 2024",5.0,2.29,-,0.23,0.46,0.23,USD,"May 31, 2012","May 31, 2012"
DENVER COLO CITY & CNTY,Local Tax-Backed,Fixed Income,"1,709,544.11",0.03,"1,709,544.11","1,400,000.00",249164PC2,US249164PC20,-,120.03,United States,-,USD,4.12,0.57,1.0,"Aug 01, 2026",5.0,4.11,-,0.57,4.11,0.57,USD,"May 06, 2019","May 06, 2019"
MICHIGAN ST TRUNK LINE,State Tax-Backed,Fixed Income,"1,708,464.60",0.03,"1,708,464.60","1,630,000.00",594695X60,US594695X602,-,104.17,United States,-,USD,0.86,0.21,1.0,"Nov 15, 2022",5.0,0.86,-,0.21,0.86,0.21,USD,"Oct 27, 2015","Oct 27, 2015"
DISTRICT COLUMBIA INCOME TAX R,Local Tax-Backed,Fixed Income,"1,708,554.45",0.03,"1,708,554.45","1,500,000.00",25477GSC0,US25477GSC05,-,112.65,United States,-,USD,2.58,0.37,1.0,"Oct 01, 2024",5.0,2.58,-,0.37,2.58,0.37,USD,"Mar 11, 2020","Mar 11, 2020"
MASSACHUSETTS ST TRANSN FD REV,State Tax-Backed,Fixed Income,"1,708,259.14",0.03,"1,708,259.14","1,595,000.00",57604TCJ3,US57604TCJ34,-,106.68,United States,-,USD,1.38,0.27,1.0,"Jun 01, 2023",5.0,1.38,-,0.27,1.38,0.27,USD,"Nov 18, 2015","Nov 18, 2015"
