,,,,,,,,,,,,,,,,,,,,,,,,,,iShares California Muni Bond ETF
LOS ANGELES CALIF UNI SCH DIST,School Districts,Fixed Income,"1,109,200.70",0.06,"1,109,200.70","1,000,000.00",544647DK3,US544647DK33,-,109.42,United States,-,USD,10.37,2.31,1.0,"Jul 01, 2038",3.0,12.98,-,1.8,7.45,1.8,USD,"Nov 10, 2020","Nov 10, 2020"
FOOTHILL / EASTERN TRANSN CORR,Transportation,Fixed Income,"1,104,403.94",0.06,"1,104,403.94","1,490,000.00",345105HT0,US345105HT03,-,74.12,United States,-,USD,13.94,2.14,1.0,"Jan 15, 2036",0.0,13.75,-,2.14,13.75,2.14,USD,"Jan 02, 2014","Jan 02, 2014"
SACRAMENTO CNTY CALIF SANTN DI,Utility,Fixed Income,"1,103,398.97",0.06,"1,103,398.97","1,000,000.00",786134UP9,US786134UP91,-,109.92,United States,-,USD,4.9,4.31,1.0,"Dec 01, 2044",5.0,13.45,-,0.84,2.29,0.84,USD,"Jul 10, 2014","Jul 10, 2014"
SAN MATEO CNTY CALIF CMNTY COL,School Districts,Fixed Income,"1,096,473.07",0.06,"1,096,473.07","1,380,000.00",799038GK4,US799038GK45,-,79.45,United States,-,USD,13.58,1.69,1.0,"Sep 01, 2035",0.0,13.44,-,1.69,13.44,1.69,USD,"Dec 21, 2006","Dec 21, 2006"
SAN JOSE CALIF,Local Tax-Backed,Fixed Income,"1,096,418.46",0.06,"1,096,418.46","850,000.00",798135G86,US798135G863,-,127.32,United States,-,USD,7.54,2.47,1.0,"Sep 01, 2034",5.0,9.7,-,1.03,6.14,1.03,USD,"Jul 25, 2019","Jul 25, 2019"
SACRAMENTO CALIF MUN UTIL DIST,Utility,Fixed Income,"1,096,222.39",0.06,"1,096,222.39","1,000,000.00",786005ZP6,US786005ZP68,-,107.73,United States,-,USD,1.55,0.22,1.0,"Aug 15, 2023",5.0,1.55,-,0.22,1.55,0.22,USD,"Jul 12, 2018","Jul 12, 2018"
CALIFORNIA ST FOR PREVIOUS ISS,State Tax-Backed,Fixed Income,"1,094,562.10",0.06,"1,094,562.10","1,000,000.00",13063CNJ5,US13063CNJ52,-,108.21,United States,-,USD,1.68,0.29,1.0,"Oct 01, 2023",5.0,1.68,-,0.29,1.68,0.29,USD,"Oct 07, 2014","Oct 07, 2014"
LOS ANGELES CALIF DEPT WTR & P,Utility,Fixed Income,"1,094,387.20",0.06,"1,094,387.20","1,000,000.00",544495A79,US544495A796,-,106.94,United States,-,USD,2.14,3.78,1.0,"Jul 01, 2028",5.0,5.43,-,0.36,1.43,0.36,USD,"Jun 04, 2013","Jun 04, 2013"
CALIFORNIA ST FOR PREVIOUS ISS,State Tax-Backed,Fixed Income,"1,094,254.97",0.06,"1,094,254.97","1,000,000.00",13063CJU5,US13063CJU53,-,109.01,United States,-,USD,2.13,2.57,1.0,"Dec 01, 2025",5.0,3.56,-,0.28,1.85,0.28,USD,"Mar 27, 2014","Mar 27, 2014"
UNIVERSITY CALIF REVS FOR PREV,Education,Fixed Income,"1,092,913.67",0.06,"1,092,913.67","1,020,000.00",91412GVR3,US91412GVR37,-,106.51,United States,-,USD,1.33,0.25,1.0,"May 15, 2023",5.0,1.34,-,0.25,1.34,0.25,USD,"Mar 25, 2015","Mar 25, 2015"
CALIFORNIA ST PUB WKS BRD LEAS,State Tax-Backed,Fixed Income,"1,090,245.66",0.06,"1,090,245.66","1,040,000.00",13068LAR6,US13068LAR69,-,104.0,United States,-,USD,0.82,0.2,1.0,"Nov 01, 2023",5.0,0.82,-,0.2,0.82,0.2,USD,"Oct 30, 2012","Oct 30, 2012"
CALIFORNIA ST,State Tax-Backed,Fixed Income,"1,087,346.50",0.06,"1,087,346.50","1,000,000.00",13063DUQ9,US13063DUQ95,-,107.73,United States,-,USD,12.09,2.57,1.0,"Mar 01, 2046",3.0,17.26,-,1.97,7.2,1.97,USD,"Apr 22, 2020","Apr 22, 2020"
SAN JOSE CALIF FING AUTH LEASE,Prerefund/Escrow,Fixed Income,"1,081,570.49",0.06,"1,081,570.49","1,010,000.00",798153LU4,US798153LU47,-,106.67,United States,-,USD,1.38,0.28,1.0,"Jun 01, 2023",5.0,1.38,-,0.28,1.38,0.28,USD,"May 28, 2013","May 28, 2013"
CALIFORNIA ST,State Tax-Backed,Fixed Income,"1,081,596.60",0.06,"1,081,596.60","840,000.00",13063DLM8,US13063DLM82,-,127.51,United States,-,USD,7.25,2.22,1.0,"Apr 01, 2033",5.0,8.89,-,1.05,6.22,1.05,USD,"Mar 14, 2019","Mar 14, 2019"
RIVERSIDE CNTY CALIF TRANSN CO,Prerefund/Escrow,Fixed Income,"1,080,545.37",0.06,"1,080,545.37","1,000,000.00",76912DAB4,US76912DAB47,-,107.58,United States,-,USD,1.38,0.38,1.0,"Jun 01, 2023",5.75,1.37,-,0.38,1.37,0.38,USD,"Jul 03, 2013","Jul 03, 2013"
CALIFORNIA ST,State Tax-Backed,Fixed Income,"1,078,907.55",0.06,"1,078,907.55","1,010,000.00",13063B3X8,US13063B3X83,-,105.57,United States,-,USD,3.35,4.59,1.0,"Apr 01, 2043",5.0,13.1,-,0.52,1.21,0.52,USD,"Apr 23, 2013","Apr 23, 2013"
CALMONEY,Cash and/or Derivatives,Money Market,"1,076,474.85",0.06,"1,076,474.85","1,077,121.00",09248U106,US09248U1060,248U106,1.0,United States,-,USD,0.01,0.09,1.0,-,0.1,0.01,-,0.09,0.01,0.09,USD,-,"Feb 28, 1983"
CALIFORNIA ST FOR PREVIOUS ISS,State Tax-Backed,Fixed Income,"1,076,363.00",0.06,"1,076,363.00","945,000.00",13063CQ45,US13063CQ450,-,112.23,United States,-,USD,2.51,0.38,1.0,"Sep 01, 2024",5.0,2.5,-,0.38,2.5,0.38,USD,"Apr 28, 2016","Apr 28, 2016"
BAY AREA TOLL AUTH CALIF TOLL,Prerefund/Escrow,Fixed Income,"1,075,934.70",0.06,"1,075,934.70","1,000,000.00",072024TH5,US072024TH50,-,106.28,United States,-,USD,1.22,0.22,1.0,"Apr 01, 2023",5.25,1.21,-,0.22,1.21,0.22,USD,"Aug 06, 2013","Aug 06, 2013"
CALIFORNIA ST,State Tax-Backed,Fixed Income,"1,071,885.73",0.06,"1,071,885.73","1,000,000.00",13063BT77,US13063BT779,-,105.11,United States,-,USD,1.2,3.25,1.0,"Feb 01, 2025",5.0,2.8,-,0.28,1.05,0.28,USD,"Mar 27, 2013","Mar 27, 2013"
CALIFORNIA ST,State Tax-Backed,Fixed Income,"1,071,440.33",0.06,"1,071,440.33","1,000,000.00",13063BS86,US13063BS862,-,105.06,United States,-,USD,1.79,4.17,1.0,"Feb 01, 2029",5.0,5.84,-,0.32,1.05,0.32,USD,"Mar 27, 2013","Mar 27, 2013"
CALIFORNIA ST FOR PREVIOUS ISS,State Tax-Backed,Fixed Income,"1,070,178.20",0.05,"1,070,178.20","975,000.00",13063CQJ2,US13063CQJ26,-,109.1,United States,-,USD,6.38,3.42,1.0,"Nov 01, 2044",4.0,15.19,-,0.75,2.69,0.75,USD,"Nov 25, 2014","Nov 25, 2014"
CALIFORNIA ST PUB WKS BRD LEAS,State Tax-Backed,Fixed Income,"1,070,115.97",0.05,"1,070,115.97","930,000.00",13068LVN2,US13068LVN27,-,114.23,United States,-,USD,3.57,2.16,1.0,"May 01, 2027",5.0,4.71,-,0.67,3.1,0.67,USD,"Oct 13, 2015","Oct 13, 2015"
CALIFORNIA ST,State Tax-Backed,Fixed Income,"1,069,611.17",0.05,"1,069,611.17","1,020,000.00",13063B3T7,US13063B3T71,-,103.61,United States,-,USD,0.74,0.18,1.0,"Oct 01, 2022",5.0,0.74,-,0.18,0.74,0.18,USD,"Apr 23, 2013","Apr 23, 2013"
UNIVERSITY CALIF REVS FOR PREV,Education,Fixed Income,"1,067,509.99",0.05,"1,067,509.99","1,000,000.00",91412GSN6,US91412GSN69,-,106.11,United States,-,USD,2.44,4.26,1.0,"May 15, 2032",5.0,8.07,-,0.52,1.33,0.52,USD,"Oct 02, 2013","Oct 02, 2013"
UNIVERSITY CALIF REVS FOR PREV,Education,Fixed Income,"1,066,943.99",0.05,"1,066,943.99","1,000,000.00",91412GRK3,US91412GRK30,-,106.06,United States,-,USD,3.26,4.49,1.0,"May 15, 2039",5.0,11.12,-,0.56,1.33,0.56,USD,"Mar 14, 2013","Mar 14, 2013"
CALIFORNIA ST PUB WKS BRD LEAS,State Tax-Backed,Fixed Income,"1,059,665.19",0.05,"1,059,665.19","850,000.00",13068L4J1,US13068L4J13,-,123.83,United States,-,USD,5.16,0.81,1.0,"Nov 01, 2027",5.0,5.16,-,0.81,5.16,0.81,USD,"Nov 13, 2019","Nov 13, 2019"
SAN DIEGO CALIF PUB FACS FING,Utility,Fixed Income,"1,055,551.89",0.05,"1,055,551.89","985,000.00",79730AHZ4,US79730AHZ49,-,106.52,United States,-,USD,1.33,0.24,1.0,"May 15, 2023",5.0,1.34,-,0.24,1.34,0.24,USD,"Sep 24, 2015","Sep 24, 2015"
CALIFORNIA EDL FACS AUTH REV,Education,Fixed Income,"1,053,488.61",0.05,"1,053,488.61","700,000.00",130178JD9,US130178JD98,-,149.03,United States,-,USD,12.46,1.7,1.0,"Mar 15, 2039",5.0,12.6,-,1.7,12.6,1.7,USD,"Jun 19, 2007","Jun 19, 2007"
CALIFORNIA ST UNIV REVENUE,Education,Fixed Income,"1,053,227.35",0.05,"1,053,227.35","935,000.00",13077C4B7,US13077C4B78,-,111.98,United States,-,USD,7.9,3.27,1.0,"Nov 01, 2045",4.0,15.08,-,1.16,4.0,1.16,USD,"Apr 20, 2016","Apr 20, 2016"
CALIFORNIA ST PUB WKS BRD LEAS,State Tax-Backed,Fixed Income,"1,050,141.98",0.05,"1,050,141.98","960,000.00",13068LKU8,US13068LKU88,-,108.51,United States,-,USD,2.32,3.62,1.0,"Nov 01, 2027",5.25,5.0,-,0.57,1.76,0.57,USD,"Nov 20, 2013","Nov 20, 2013"
CALIFORNIA ST FOR PREVIOUS ISS,State Tax-Backed,Fixed Income,"1,048,789.37",0.05,"1,048,789.37","1,000,000.00",13063CZP8,US13063CZP84,-,103.21,United States,-,USD,0.66,0.18,1.0,"Sep 01, 2022",5.0,0.65,-,0.18,0.65,0.18,USD,"Mar 17, 2016","Mar 17, 2016"
LOS ANGELES CALIF WASTEWATER S,Utility,Fixed Income,"1,045,327.08",0.05,"1,045,327.08","915,000.00",53945CDH0,US53945CDH07,-,113.83,United States,-,USD,6.09,4.08,1.0,"Jun 01, 2045",5.0,13.63,-,0.88,3.18,0.88,USD,"Jun 30, 2015","Jun 30, 2015"
LOS ANGELES CALIF DEPT WTR & P,Utility,Fixed Income,"1,044,694.17",0.05,"1,044,694.17","955,000.00",544495A87,US544495A879,-,106.89,United States,-,USD,2.49,4.11,1.0,"Jul 01, 2031",5.0,7.42,-,0.39,1.43,0.39,USD,"Jun 04, 2013","Jun 04, 2013"
NEWPORT-MESA CALIF UNI SCH DIS,School Districts,Fixed Income,"1,044,017.31",0.05,"1,044,017.31","1,050,000.00",652113UG4,US652113UG42,-,99.43,United States,-,USD,1.58,0.36,1.0,"Aug 01, 2023",0.0,1.58,-,0.36,1.58,0.36,USD,"Jan 04, 2007","Jan 04, 2007"
LOS ANGELES CALIF DEPT WTR & P,Utility,Fixed Income,"1,043,223.28",0.05,"1,043,223.28","940,000.00",544495D76,US544495D766,-,108.48,United States,-,USD,4.27,4.39,1.0,"Jul 01, 2043",5.0,12.76,-,0.72,1.88,0.72,USD,"Jun 10, 2014","Jun 10, 2014"
CALIFORNIA ST FOR PREVIOUS ISS,State Tax-Backed,Fixed Income,"1,038,377.53",0.05,"1,038,377.53","880,000.00",13063CR44,US13063CR441,-,116.33,United States,-,USD,3.37,0.5,1.0,"Sep 01, 2025",5.0,3.36,-,0.5,3.36,0.5,USD,"Apr 28, 2016","Apr 28, 2016"
CALIFORNIA INFRASTRUCTURE & EC,Prerefund/Escrow,Fixed Income,"1,026,627.21",0.05,"1,026,627.21","810,000.00",13033WKZ5,US13033WKZ58,-,124.24,United States,-,USD,5.1,0.85,1.0,"Jul 01, 2029",5.0,5.1,-,0.85,5.1,0.85,USD,"Aug 01, 2003","Aug 01, 2003"
CALIFORNIA ST,State Tax-Backed,Fixed Income,"1,024,505.13",0.05,"1,024,505.13","1,000,000.00",13063BRH7,US13063BRH77,-,100.37,United States,-,USD,0.09,0.58,1.0,"Aug 01, 2022",5.0,0.08,-,0.58,0.08,0.58,USD,"Mar 08, 2012","Mar 08, 2012"
CALIFORNIA ST,State Tax-Backed,Fixed Income,"1,024,520.53",0.05,"1,024,520.53","1,000,000.00",13063BR95,US13063BR955,-,100.37,United States,-,USD,0.09,0.56,1.0,"Feb 01, 2022",5.0,0.08,-,0.56,0.08,0.56,USD,"Mar 27, 2013","Mar 27, 2013"
BAY AREA TOLL AUTH CALIF TOLL,Prerefund/Escrow,Fixed Income,"1,024,311.20",0.05,"1,024,311.20","1,000,000.00",072024SD5,US072024SD55,-,101.18,United States,-,USD,0.25,0.27,1.0,"Apr 01, 2022",5.0,0.25,-,0.27,0.25,0.27,USD,"Oct 23, 2012","Oct 23, 2012"
CALIFORNIA ST,State Tax-Backed,Fixed Income,"1,024,360.70",0.05,"1,024,360.70","1,000,000.00",13063DNS3,US13063DNS35,-,101.19,United States,-,USD,0.25,0.25,1.0,"Apr 01, 2022",5.0,0.25,-,0.25,0.25,0.25,USD,"Apr 18, 2019","Apr 18, 2019"
CALIFORNIA ST PUB WKS BRD LEAS,State Tax-Backed,Fixed Income,"1,024,187.40",0.05,"1,024,187.40","1,000,000.00",130685Z86,US130685Z864,-,101.17,United States,-,USD,0.25,0.32,1.0,"Oct 01, 2022",5.0,0.25,-,0.32,0.25,0.32,USD,"Apr 03, 2012","Apr 03, 2012"
CALIFORNIA ST PUB WKS BRD LEAS,State Tax-Backed,Fixed Income,"1,024,187.40",0.05,"1,024,187.40","1,000,000.00",1306852J8,US1306852J89,-,101.17,United States,-,USD,0.25,0.32,1.0,"Oct 01, 2022",5.0,0.25,-,0.32,0.25,0.32,USD,"Apr 03, 2012","Apr 03, 2012"
SAN FRANCISCO CALIF CITY & CNT,Prerefund/Escrow,Fixed Income,"1,024,201.13",0.05,"1,024,201.13","1,000,000.00",79765RXJ3,US79765RXJ30,-,101.59,United States,-,USD,0.33,0.23,1.0,"May 01, 2022",5.0,0.33,-,0.23,0.33,0.23,USD,"Jun 07, 2012","Jun 07, 2012"
WILLIAM S HART CALIF UN HIGH SCH D,School Districts,Fixed Income,"1,001,790.50",0.05,"1,001,790.50","1,250,000.00",969268AW1,US969268AW13,-,80.14,United States,-,USD,12.5,1.77,1.0,"Aug 01, 2034",0.0,12.37,-,1.77,12.37,1.77,USD,"Nov 30, 2011","Nov 30, 2011"
METROPOLITAN WTR DIST SOUTHN C,Utility,Fixed Income,"994,824.17",0.05,"994,824.17","790,000.00",59266TQY0,US59266TQY00,-,123.43,United States,-,USD,4.83,0.66,1.0,"Jul 01, 2027",5.0,4.84,-,0.66,4.84,0.66,USD,"Jun 27, 2019","Jun 27, 2019"
LOS ANGELES CALIF DEPT WTR & P,Utility,Fixed Income,"987,508.24",0.05,"987,508.24","855,000.00",544495M43,US544495M437,-,113.0,United States,-,USD,4.16,3.51,1.0,"Jul 01, 2032",5.0,8.13,-,0.62,2.77,0.62,USD,"Apr 16, 2015","Apr 16, 2015"
SAN FRANCISCO CALIF CITY & CNT,Utility,Fixed Income,"985,410.49",0.05,"985,410.49","950,000.00",79768HCF3,US79768HCF38,-,102.73,United States,-,USD,2.53,3.79,1.0,"Oct 01, 2039",4.0,12.09,-,0.35,0.74,0.35,USD,"Feb 27, 2013","Feb 27, 2013"
CALIFORNIA ST,State Tax-Backed,Fixed Income,"984,069.47",0.05,"984,069.47","800,000.00",13063DAY4,US13063DAY40,-,122.18,United States,-,USD,8.35,3.66,1.0,"Nov 01, 2047",5.0,15.48,-,1.07,5.15,1.07,USD,"Sep 12, 2017","Sep 12, 2017"
LOS ANGELES CALIF WASTEWTR SYS,Utility,Fixed Income,"972,827.71",0.05,"972,827.71","950,000.00",544653AA6,US544653AA62,-,101.99,United States,-,USD,0.44,4.13,1.0,"Jun 01, 2024",5.0,2.25,-,0.23,0.42,0.23,USD,"May 24, 2012","May 24, 2012"
SAN DIEGO CALIF UNI SCH DIST,School Districts,Fixed Income,"972,175.28",0.05,"972,175.28","800,000.00",797355Q49,US797355Q495,-,121.52,United States,-,USD,16.2,1.91,1.0,"Jul 01, 2040",0.0,16.28,-,1.91,16.28,1.91,USD,"Mar 15, 2012","Mar 15, 2012"
CALIFORNIA ST,State Tax-Backed,Fixed Income,"963,340.12",0.05,"963,340.12","750,000.00",13063DKB3,US13063DKB37,-,127.2,United States,-,USD,5.85,0.85,1.0,"Oct 01, 2028",5.0,5.86,-,0.85,5.86,0.85,USD,"Oct 25, 2018","Oct 25, 2018"
CALIFORNIA ST PUB WKS BRD LEAS,State Tax-Backed,Fixed Income,"962,592.65",0.05,"962,592.65","940,000.00",13068LVP7,US13068LVP74,-,101.57,United States,-,USD,0.33,0.28,1.0,"May 01, 2022",5.0,0.33,-,0.28,0.33,0.28,USD,"Oct 13, 2015","Oct 13, 2015"
CALIFORNIA ST FOR PREVIOUS ISS,State Tax-Backed,Fixed Income,"962,640.73",0.05,"962,640.73","790,000.00",13063CR51,US13063CR516,-,120.19,United States,-,USD,4.2,0.61,1.0,"Sep 01, 2026",5.0,4.2,-,0.61,4.2,0.61,USD,"Apr 28, 2016","Apr 28, 2016"
SACRAMENTO CNTY CALIF ARPT SYS,Transportation,Fixed Income,"959,189.28",0.05,"959,189.28","800,000.00",786107PF3,US786107PF36,-,117.4,United States,-,USD,6.14,3.73,1.0,"Jul 01, 2041",5.0,11.91,-,1.03,4.02,1.03,USD,"Dec 21, 2016","Dec 21, 2016"
CALIFORNIA ST PUB WKS BRD LEAS,State Tax-Backed,Fixed Income,"954,617.98",0.05,"954,617.98","895,000.00",13068LGH2,US13068LGH24,-,106.24,United States,-,USD,2.15,3.89,1.0,"Jun 01, 2028",5.0,5.47,-,0.57,1.38,0.57,USD,"May 01, 2013","May 01, 2013"
EAST BAY CALIF MUN UTIL DIST W,Utility,Fixed Income,"949,980.65",0.05,"949,980.65","750,000.00",271014J60,US271014J605,-,126.25,United States,-,USD,9.55,3.5,1.0,"Jun 01, 2049",5.0,15.6,-,1.28,6.37,1.28,USD,"Jun 27, 2019","Jun 27, 2019"
EAST BAY CALIF MUN UTIL DIST W,Utility,Fixed Income,"947,822.31",0.05,"947,822.31","850,000.00",271014XY3,US271014XY38,-,111.09,United States,-,USD,2.31,0.38,1.0,"Jun 01, 2024",5.0,2.3,-,0.38,2.3,0.38,USD,"Jun 11, 2014","Jun 11, 2014"
CALIFORNIA INFRASTRUCTURE & EC,Utility,Fixed Income,"943,705.71",0.05,"943,705.71","900,000.00",13034AKB5,US13034AKB51,-,103.61,United States,-,USD,0.74,0.19,1.0,"Oct 01, 2022",5.0,0.74,-,0.19,0.74,0.19,USD,"Apr 28, 2016","Apr 28, 2016"
SAN DIEGO CALIF UNI SCH DIST,School Districts,Fixed Income,"943,334.71",0.05,"943,334.71","1,240,000.00",797355M68,US797355M684,-,76.08,United States,-,USD,14.4,1.89,1.0,"Jul 01, 2036",0.0,14.23,-,1.89,14.23,1.89,USD,"Aug 18, 2010","Aug 18, 2010"
CA INFRASTR TOLL BRIDGES,Prerefund/Escrow,Fixed Income,"941,199.49",0.05,"941,199.49","740,000.00",13033WLB7,US13033WLB71,-,124.69,United States,-,USD,5.23,0.78,1.0,"Jan 01, 2028",5.0,5.23,-,0.78,5.23,0.78,USD,"Aug 01, 2003","Aug 01, 2003"
UNIVERSITY CALIF REVS,Education,Fixed Income,"939,522.29",0.05,"939,522.29","750,000.00",91412HAV5,US91412HAV50,-,124.63,United States,-,USD,7.46,2.89,1.0,"May 15, 2036",5.0,10.68,-,1.0,5.58,1.0,USD,"Jun 05, 2018","Jun 05, 2018"
SACRAMENTO CNTY CALIF SANTN DI,Utility,Fixed Income,"939,245.15",0.05,"939,245.15","750,000.00",786134VU7,US786134VU77,-,124.82,United States,-,USD,5.24,0.71,1.0,"Dec 01, 2027",5.0,5.25,-,0.71,5.25,0.71,USD,"Jul 14, 2020","Jul 14, 2020"
LOS ANGELES CNTY CALIF SANTN D,Utility,Fixed Income,"937,883.46",0.05,"937,883.46","850,000.00",545149KM7,US545149KM73,-,109.34,United States,-,USD,8.06,3.37,1.0,"Oct 01, 2042",4.0,13.08,-,1.93,4.31,1.93,USD,"Nov 16, 2016","Nov 16, 2016"
LOS ANGELES CALIF DEPT WTR & P,Utility,Fixed Income,"937,283.90",0.05,"937,283.90","875,000.00",544495YS7,US544495YS74,-,104.62,United States,-,USD,1.4,4.05,1.0,"Jul 01, 2027",5.0,4.69,-,0.37,0.97,0.37,USD,"Apr 02, 2013","Apr 02, 2013"
CALIFORNIA ST,State Tax-Backed,Fixed Income,"936,634.99",0.05,"936,634.99","925,000.00",13063DA24,US13063DA247,-,101.06,United States,-,USD,13.67,2.31,1.0,"Dec 01, 2043",2.38,17.01,-,2.24,7.99,2.24,USD,"Mar 23, 2021","Mar 23, 2021"
CALIFORNIA ST FOR PREVIOUS ISS,State Tax-Backed,Fixed Income,"928,736.21",0.05,"928,736.21","815,000.00",13063CTM2,US13063CTM28,-,111.87,United States,-,USD,2.42,0.38,1.0,"Aug 01, 2024",5.0,2.41,-,0.38,2.41,0.38,USD,"Apr 29, 2015","Apr 29, 2015"
LOS ANGELES CALIF CMNTY COLLEG,School Districts,Fixed Income,"928,269.57",0.05,"928,269.57","855,000.00",54438CYB2,US54438CYB26,-,107.32,United States,-,USD,8.39,2.48,1.0,"Aug 01, 2039",3.0,13.62,-,1.35,4.25,1.35,USD,"Dec 30, 2019","Dec 30, 2019"
CALIFORNIA ST,State Tax-Backed,Fixed Income,"927,836.83",0.05,"927,836.83","815,000.00",13063DFT0,US13063DFT00,-,112.6,United States,-,USD,2.58,0.39,1.0,"Oct 01, 2024",5.0,2.58,-,0.39,2.58,0.39,USD,"Mar 15, 2018","Mar 15, 2018"
CALIFORNIA ST FOR PREVIOUS ISS,State Tax-Backed,Fixed Income,"926,514.73",0.05,"926,514.73","760,000.00",13063C4P2,US13063C4P23,-,119.83,United States,-,USD,4.39,1.31,1.0,"Aug 01, 2027",5.0,4.89,-,0.61,4.11,0.61,USD,"Nov 03, 2016","Nov 03, 2016"
CALIFORNIA ST FOR PREVIOUS ISS,State Tax-Backed,Fixed Income,"925,499.95",0.05,"925,499.95","800,000.00",13063CD98,US13063CD987,-,114.35,United States,-,USD,6.42,2.66,1.0,"Sep 01, 2034",4.0,10.01,-,0.86,4.26,0.86,USD,"Mar 17, 2016","Mar 17, 2016"
SAN FRANCISCO CALIF CITY & CNT,Transportation,Fixed Income,"924,027.32",0.05,"924,027.32","745,000.00",79766DSC4,US79766DSC47,-,123.2,United States,-,USD,9.49,3.68,1.0,"May 01, 2050",5.0,15.57,-,1.63,6.27,1.63,USD,"Sep 10, 2019","Sep 10, 2019"
SAN FRANCISCO CALIF CITY & CNT,Utility,Fixed Income,"921,383.55",0.05,"921,383.55","800,000.00",79765RE96,US79765RE968,-,114.34,United States,-,USD,5.39,3.73,1.0,"Nov 01, 2036",5.0,10.68,-,0.64,3.1,0.64,USD,"Apr 16, 2015","Apr 16, 2015"
SAN DIEGO CALIF UNI SCH DIST,School Districts,Fixed Income,"921,194.82",0.05,"921,194.82","780,000.00",797355P32,US797355P323,-,118.1,United States,-,USD,17.57,2.86,1.0,"Jul 01, 2047",0.0,19.95,-,2.08,16.25,2.08,USD,"Aug 18, 2010","Aug 18, 2010"
SAN MATEO CNTY CALIF CMNTY COL,Prerefund/Escrow,Fixed Income,"916,631.77",0.05,"916,631.77","775,000.00",799038MC5,US799038MC54,-,116.61,United States,-,USD,3.37,0.43,1.0,"Sep 01, 2025",5.0,3.36,-,0.43,3.36,0.43,USD,"Jun 18, 2015","Jun 18, 2015"
LOS ANGELES CALIF CMNTY COLLEG,School Districts,Fixed Income,"914,933.33",0.05,"914,933.33","835,000.00",54438CSX1,US54438CSX10,-,107.49,United States,-,USD,1.51,0.26,1.0,"Aug 01, 2023",5.0,1.51,-,0.26,1.51,0.26,USD,"Jan 08, 2015","Jan 08, 2015"
UKIAH CALIF UNI SCH DIST,School Districts,Fixed Income,"913,259.70",0.05,"913,259.70","1,000,000.00",903698CF3,US903698CF37,-,91.33,United States,-,USD,6.56,1.38,1.0,"Aug 01, 2028",0.0,6.5,-,1.38,6.5,1.38,USD,"May 17, 2006","May 17, 2006"
LONG BEACH CALIF CMNTY COLLEGE,School Districts,Fixed Income,"898,647.00",0.05,"898,647.00","865,000.00",542411MK6,US542411MK63,-,102.22,United States,-,USD,0.57,0.18,1.0,"Aug 01, 2022",4.0,0.57,-,0.18,0.57,0.18,USD,"Oct 23, 2019","Oct 23, 2019"
CALIFORNIA ST UNIV REVENUE,Education,Fixed Income,"894,949.81",0.05,"894,949.81","760,000.00",13077C4C5,US13077C4C51,-,116.92,United States,-,USD,7.09,3.9,1.0,"Nov 01, 2045",5.0,14.01,-,1.0,3.94,1.0,USD,"Apr 20, 2016","Apr 20, 2016"
CALIFORNIA ST,State Tax-Backed,Fixed Income,"892,081.58",0.05,"892,081.58","750,000.00",13063DFY9,US13063DFY94,-,117.69,United States,-,USD,4.81,2.48,1.0,"Oct 01, 2029",5.0,6.49,-,0.76,3.86,0.76,USD,"Mar 15, 2018","Mar 15, 2018"
SANTA CLARA CNTY CALIF,Local Tax-Backed,Fixed Income,"879,847.93",0.05,"879,847.93","750,000.00",801546QQ8,US801546QQ87,-,115.65,United States,-,USD,7.81,2.81,1.0,"Aug 01, 2038",4.0,12.28,-,1.1,5.0,1.1,USD,"Nov 16, 2017","Nov 16, 2017"
METROPOLITAN WTR DIST SOUTHN C,Utility,Fixed Income,"873,419.39",0.04,"873,419.39","800,000.00",59266TNR8,US59266TNR85,-,107.09,United States,-,USD,1.44,0.5,1.0,"Aug 01, 2023",5.0,1.51,-,0.26,1.44,0.26,USD,"Jul 03, 2017","Jul 03, 2017"
SAN JOAQUIN HILLS CALIF TRANSN,Prerefund/Escrow,Fixed Income,"872,357.82",0.04,"872,357.82","750,000.00",798111GH7,US798111GH75,-,114.01,United States,-,USD,2.81,0.36,1.0,"Jan 15, 2025",5.0,2.81,-,0.36,2.81,0.36,USD,"Nov 06, 2014","Nov 06, 2014"
FOOTHILL / EASTERN TRANSN CORR,Prerefund/Escrow,Fixed Income,"866,203.01",0.04,"866,203.01","880,000.00",345105AZ3,US345105AZ36,-,98.43,United States,-,USD,3.0,0.53,1.0,"Jan 01, 2025",0.0,2.99,-,0.53,2.99,0.53,USD,"Jun 08, 1995","Jun 08, 1995"
METROPOLITAN WTR DIST SOUTHN C,Utility,Fixed Income,"865,471.45",0.04,"865,471.45","825,000.00",59266TQT1,US59266TQT15,-,102.41,United States,-,USD,0.49,0.18,1.0,"Jul 01, 2022",5.0,0.49,-,0.18,0.49,0.18,USD,"Jun 27, 2019","Jun 27, 2019"
CALIFORNIA INFRASTRUCTURE & EC,Prerefund/Escrow,Fixed Income,"856,230.27",0.04,"856,230.27","700,000.00",13034AMA5,US13034AMA50,-,121.07,United States,-,USD,4.28,0.51,1.0,"Oct 01, 2026",5.0,4.28,-,0.51,4.28,0.51,USD,"Jun 28, 2016","Jun 28, 2016"
