,,,,,,,,,,,,,,,,,,,,,,,,,,iShares® iBonds® Dec 2024 Term Muni Bond ETF
MINNESOTA ST FOR PREVIOUS ISSU,Government Related,Fixed Income,"136,713.52",0.05,"136,713.52","120,000.00",60412AEA7,US60412AEA79,-,111.84,United States,-,USD,2.42,0.39,1.0,"Aug 01, 2024",5.0,2.41,-,0.39,2.41,0.39,USD,"Aug 19, 2015","Aug 19, 2015"
DISTRICT COLUMBIA,Government Related,Fixed Income,"136,653.16",0.05,"136,653.16","120,000.00",25476FXB9,US25476FXB92,-,112.82,United States,-,USD,2.62,0.37,1.0,"Oct 15, 2024",5.0,2.62,-,0.37,2.62,0.37,USD,"Feb 21, 2019","Feb 21, 2019"
OHIO ST,Government Related,Fixed Income,"136,647.71",0.05,"136,647.71","120,000.00",677523AF9,US677523AF97,-,111.79,United States,-,USD,2.42,0.41,1.0,"Aug 01, 2024",5.0,2.41,-,0.41,2.41,0.41,USD,"May 29, 2014","May 29, 2014"
UNIVERSITY TEX UNIV REVS,Government Related,Fixed Income,"136,648.82",0.05,"136,648.82","120,000.00",91514ADY8,US91514ADY82,-,111.99,United States,-,USD,2.45,0.4,1.0,"Aug 15, 2024",5.0,2.45,-,0.4,2.45,0.4,USD,"Jul 01, 2016","Jul 01, 2016"
FAIRFAX CNTY VA,Government Related,Fixed Income,"136,578.86",0.05,"136,578.86","120,000.00",30382ACG5,US30382ACG58,-,112.57,United States,-,USD,2.58,0.4,1.0,"Oct 01, 2024",5.0,2.58,-,0.4,2.58,0.4,USD,"Nov 04, 2014","Nov 04, 2014"
LONE STAR COLLEGE SYS TEX,Municipals,Fixed Income,"136,581.99",0.05,"136,581.99","120,000.00",542264HH2,US542264HH22,-,111.93,United States,-,USD,2.45,0.42,1.0,"Aug 15, 2024",5.0,2.45,-,0.42,2.45,0.42,USD,"Feb 16, 2017","Feb 16, 2017"
MAINE ST TPK AUTH TPK REV,Government Related,Fixed Income,"136,556.08",0.05,"136,556.08","120,000.00",560551NV1,US560551NV12,-,111.3,United States,-,USD,2.33,0.45,1.0,"Jul 01, 2024",5.0,2.33,-,0.45,2.33,0.45,USD,"Apr 02, 2015","Apr 02, 2015"
VIRGINIA ST PUB SCH AUTH SCH F,Government Related,Fixed Income,"136,549.08",0.05,"136,549.08","120,000.00",92818HLP4,US92818HLP46,-,111.71,United States,-,USD,2.42,0.44,1.0,"Aug 01, 2024",5.0,2.41,-,0.44,2.41,0.44,USD,"Nov 06, 2018","Nov 06, 2018"
OHIO STATE,Government Related,Fixed Income,"136,545.48",0.05,"136,545.48","120,000.00",677521F76,US677521F763,-,112.32,United States,-,USD,2.54,0.42,1.0,"Sep 15, 2024",5.0,2.54,-,0.42,2.54,0.42,USD,"Mar 15, 2013","Mar 15, 2013"
VIRGINIA ST CMWLTH TRANSPRTN BRD,Government Related,Fixed Income,"136,510.96",0.05,"136,510.96","120,000.00",92778UAR1,US92778UAR14,-,112.29,United States,-,USD,2.54,0.43,1.0,"Sep 15, 2024",5.0,2.54,-,0.43,2.54,0.43,USD,"Nov 09, 2016","Nov 09, 2016"
WISCONSIN ST FOR ISSUES DTD PR,Government Related,Fixed Income,"136,472.92",0.05,"136,472.92","120,000.00",97705MBK0,US97705MBK09,-,112.89,United States,-,USD,2.67,0.42,1.0,"Nov 01, 2024",5.0,2.66,-,0.42,2.66,0.42,USD,"Mar 08, 2016","Mar 08, 2016"
WASHINGTON ST CTFS PARTN,Government Related,Fixed Income,"136,492.64",0.05,"136,492.64","120,000.00",939720TL2,US939720TL28,-,111.24,United States,-,USD,2.33,0.47,1.0,"Jul 01, 2024",5.0,2.33,-,0.47,2.33,0.47,USD,"Mar 31, 2016","Mar 31, 2016"
BROWARD CNTY FLA SCH BRD CTFS,Government Related,Fixed Income,"136,365.88",0.05,"136,365.88","120,000.00",115065ZL1,US115065ZL12,-,111.14,United States,-,USD,2.33,0.51,1.0,"Jul 01, 2024",5.0,2.33,-,0.51,2.33,0.51,USD,"Dec 28, 2017","Dec 28, 2017"
GRAND RIVER DAM AUTH OKLA REV,Government Related,Fixed Income,"136,192.70",0.05,"136,192.70","125,000.00",386442VG9,US386442VG97,-,108.62,United States,-,USD,2.33,0.41,1.0,"Jun 01, 2024",4.0,2.32,-,0.41,2.32,0.41,USD,"Oct 23, 2014","Oct 23, 2014"
HILLSBOROUGH CNTY FLA SCH BRD,Government Related,Fixed Income,"136,144.40",0.05,"136,144.40","120,000.00",43232VTY7,US43232VTY73,-,110.95,United States,-,USD,2.33,0.58,1.0,"Jul 01, 2024",5.0,2.33,-,0.58,2.33,0.58,USD,"May 25, 2017","May 25, 2017"
NEW MEXICO ST,Government Related,Fixed Income,"133,964.36",0.05,"133,964.36","120,000.00",647293RS0,US647293RS03,-,109.97,United States,-,USD,2.05,0.38,1.0,"Mar 01, 2024",5.0,2.05,-,0.38,2.05,0.38,USD,"Aug 01, 2017","Aug 01, 2017"
LAMAR TEX CONS INDPT SCH DIST,Municipals,Fixed Income,"133,914.47",0.05,"133,914.47","120,000.00",513174TZ5,US513174TZ59,-,109.71,United States,-,USD,2.01,0.4,1.0,"Feb 15, 2024",5.0,2.01,-,0.4,2.01,0.4,USD,"Jul 01, 2015","Jul 01, 2015"
VIRGINIA COMWLTH TRANSN BRD TR,Government Related,Fixed Income,"133,782.95",0.05,"133,782.95","120,000.00",927793YR4,US927793YR48,-,110.85,United States,-,USD,2.26,0.4,1.0,"May 15, 2024",5.0,2.26,-,0.4,2.26,0.4,USD,"Feb 24, 2016","Feb 24, 2016"
SAN ANTONIO TEX WTR REV,Government Related,Fixed Income,"133,662.68",0.05,"133,662.68","120,000.00",79642BU68,US79642BU688,-,110.75,United States,-,USD,2.26,0.44,1.0,"May 15, 2024",5.0,2.26,-,0.44,2.26,0.44,USD,"Feb 18, 2015","Feb 01, 2015"
NEW YORK N Y,Government Related,Fixed Income,"133,076.40",0.05,"133,076.40","120,000.00",64966LC74,US64966LC743,-,109.23,United States,-,USD,2.45,0.4,1.0,"Aug 01, 2024",4.0,2.44,-,0.4,2.44,0.4,USD,"Mar 31, 2015","Mar 31, 2015"
MARICOPA CNTY ARIZ UN HIGH SCH,Government Related,Fixed Income,"131,109.78",0.05,"131,109.78","115,000.00",567505PC0,US567505PC07,-,111.51,United States,-,USD,2.33,0.37,1.0,"Jul 01, 2024",5.0,2.33,-,0.37,2.33,0.37,USD,"Jun 07, 2017","Jun 07, 2017"
TEXAS WATER DEV BRD,Government Related,Fixed Income,"131,017.12",0.05,"131,017.12","115,000.00",882854C75,US882854C758,-,111.84,United States,-,USD,2.42,0.39,1.0,"Aug 01, 2024",5.0,2.41,-,0.39,2.41,0.39,USD,"Apr 26, 2018","Apr 26, 2018"
NEW YORK N Y CITY TRANSITIONAL,Government Related,Fixed Income,"130,998.79",0.05,"130,998.79","115,000.00",64972HXH0,US64972HXH01,-,111.61,United States,-,USD,2.37,0.4,1.0,"Jul 15, 2024",5.0,2.37,-,0.4,2.37,0.4,USD,"Jun 25, 2015","Jun 25, 2015"
OHIO STATE,Government Related,Fixed Income,"130,954.06",0.05,"130,954.06","115,000.00",677521G83,US677521G837,-,111.79,United States,-,USD,2.42,0.41,1.0,"Aug 01, 2024",5.0,2.41,-,0.41,2.41,0.41,USD,"Mar 15, 2013","Mar 15, 2013"
HAWAII CNTY HAWAII,Municipals,Fixed Income,"130,888.14",0.05,"130,888.14","115,000.00",419722K93,US419722K935,-,112.15,United States,-,USD,2.51,0.41,1.0,"Sep 01, 2024",5.0,2.5,-,0.41,2.5,0.41,USD,"Feb 18, 2016","Feb 18, 2016"
HAWAII ST,Government Related,Fixed Income,"130,888.08",0.05,"130,888.08","115,000.00",419792MF0,US419792MF03,-,112.57,United States,-,USD,2.58,0.4,1.0,"Oct 01, 2024",5.0,2.58,-,0.4,2.58,0.4,USD,"Oct 13, 2016","Oct 13, 2016"
PHOENIX ARIZ CIVIC IMPT CORP A,Government Related,Fixed Income,"130,866.24",0.05,"130,866.24","115,000.00",71883MJQ8,US71883MJQ87,-,111.3,United States,-,USD,2.33,0.45,1.0,"Jul 01, 2024",5.0,2.33,-,0.45,2.33,0.45,USD,"Dec 15, 2015","Dec 15, 2015"
NEW YORK N Y CITY MUN WTR FIN,Government Related,Fixed Income,"130,836.89",0.05,"130,836.89","120,000.00",64972GRZ9,US64972GRZ99,-,108.85,United States,-,USD,2.37,0.37,1.0,"Jun 15, 2024",4.0,2.36,-,0.37,2.36,0.37,USD,"Aug 21, 2018","Aug 21, 2018"
SEATTLE WASH,Municipals,Fixed Income,"130,753.02",0.05,"130,753.02","115,000.00",8126264S5,US8126264S51,-,113.28,United States,-,USD,2.75,0.41,1.0,"Dec 01, 2024",5.0,2.75,-,0.41,2.75,0.41,USD,"May 21, 2015","May 21, 2015"
OHIO ST WTR DEV AUTH REV FOR I,Government Related,Fixed Income,"130,753.02",0.05,"130,753.02","115,000.00",67765QDK9,US67765QDK94,-,113.28,United States,-,USD,2.75,0.41,1.0,"Dec 01, 2024",5.0,2.75,-,0.41,2.75,0.41,USD,"Aug 03, 2016","Aug 03, 2016"
PHILADELPHIA PA,Government Related,Fixed Income,"130,702.20",0.05,"130,702.20","115,000.00",717813WM7,US717813WM79,-,111.57,United States,-,USD,2.42,0.49,1.0,"Aug 01, 2024",5.0,2.41,-,0.49,2.41,0.49,USD,"May 14, 2019","May 14, 2019"
MICHIGAN FIN AUTH REV,Government Related,Fixed Income,"130,532.33",0.05,"130,532.33","115,000.00",59447PZF1,US59447PZF16,-,111.01,United States,-,USD,2.33,0.56,1.0,"Jul 01, 2024",5.0,2.33,-,0.56,2.33,0.56,USD,"Sep 04, 2014","Sep 04, 2014"
PENNSYLVANIA ST TPK COMMN TPK,Government Related,Fixed Income,"130,502.55",0.05,"130,502.55","115,000.00",709224YN3,US709224YN35,-,113.06,United States,-,USD,2.75,0.48,1.0,"Dec 01, 2024",5.0,2.75,-,0.48,2.75,0.48,USD,"Oct 11, 2017","Oct 11, 2017"
NEW JERSEY ECONOMIC DEV AUTH R,Government Related,Fixed Income,"130,017.14",0.05,"130,017.14","120,000.00",64577BSX3,US64577BSX37,-,108.17,United States,-,USD,2.37,0.64,1.0,"Jun 15, 2024",4.0,2.36,-,0.64,2.36,0.64,USD,"Dec 08, 2016","Dec 08, 2016"
ROSEMOUNT MINN INDPT SCH DIST,Municipals,Fixed Income,"128,463.79",0.05,"128,463.79","115,000.00",777594YU0,US777594YU01,-,109.62,United States,-,USD,1.97,0.36,1.0,"Feb 01, 2024",5.0,1.97,-,0.36,1.97,0.36,USD,"Feb 16, 2016","Feb 16, 2016"
UNIVERSITY MICH UNIV REVS,Government Related,Fixed Income,"128,434.18",0.05,"128,434.18","115,000.00",914455QK9,US914455QK91,-,110.43,United States,-,USD,2.14,0.34,1.0,"Apr 01, 2024",5.0,2.13,-,0.34,2.13,0.34,USD,"Jan 25, 2017","Jan 25, 2017"
CYPRESS-FAIRBANKS TEX INDPT SC,Government Related,Fixed Income,"128,386.02",0.05,"128,386.02","115,000.00",232769CD9,US232769CD94,-,109.75,United States,-,USD,2.01,0.38,1.0,"Feb 15, 2024",5.0,2.01,-,0.38,2.01,0.38,USD,"Nov 17, 2016","Nov 01, 2016"
TEXAS ST UNIV SYS FING REV,Corporates,Fixed Income,"128,328.79",0.05,"128,328.79","115,000.00",88278PUG7,US88278PUG70,-,110.12,United States,-,USD,2.09,0.39,1.0,"Mar 15, 2024",5.0,2.09,-,0.39,2.09,0.39,USD,"Mar 18, 2015","Mar 01, 2015"
TEXAS A & M UNIV REV,Government Related,Fixed Income,"128,324.05",0.05,"128,324.05","115,000.00",88213AJB2,US88213AJB26,-,110.95,United States,-,USD,2.26,0.36,1.0,"May 15, 2024",5.0,2.26,-,0.36,2.26,0.36,USD,"Jun 21, 2017","Jun 21, 2017"
NEW YORK ST ENVIRONMENTAL FACS,Government Related,Fixed Income,"128,235.72",0.05,"128,235.72","115,000.00",64986DFB6,US64986DFB64,-,111.29,United States,-,USD,2.35,0.38,1.0,"Jun 15, 2024",5.0,2.34,-,0.38,2.34,0.38,USD,"Dec 14, 2017","Dec 14, 2017"
KING CNTY WA,Government Related,Fixed Income,"125,467.67",0.05,"125,467.67","110,000.00",49474FKP4,US49474FKP44,-,111.56,United States,-,USD,2.33,0.35,1.0,"Jul 01, 2024",5.0,2.33,-,0.35,2.33,0.35,USD,"Feb 18, 2015","Feb 18, 2015"
LOS ANGELES CALIF DEPT WTR & P,Government Related,Fixed Income,"125,467.67",0.05,"125,467.67","110,000.00",544495X82,US544495X822,-,111.56,United States,-,USD,2.33,0.35,1.0,"Jul 01, 2024",5.0,2.33,-,0.35,2.33,0.35,USD,"Feb 09, 2017","Feb 09, 2017"
UNIVERSITY TEX PERM UNIV FD,Government Related,Fixed Income,"125,351.06",0.05,"125,351.06","110,000.00",9151156S3,US9151156S34,-,111.46,United States,-,USD,2.33,0.39,1.0,"Jul 01, 2024",5.0,2.33,-,0.39,2.33,0.39,USD,"Jan 05, 2016","Jan 05, 2016"
CALIFORNIA ST FOR PREVIOUS ISS,Government Related,Fixed Income,"125,350.90",0.05,"125,350.90","110,000.00",13063C5T3,US13063C5T36,-,111.87,United States,-,USD,2.42,0.38,1.0,"Aug 01, 2024",5.0,2.41,-,0.38,2.41,0.38,USD,"Mar 14, 2017","Mar 14, 2017"
ESSEX CNTY N J,Government Related,Fixed Income,"125,259.72",0.05,"125,259.72","110,000.00",296804XJ1,US296804XJ12,-,112.21,United States,-,USD,2.51,0.39,1.0,"Sep 01, 2024",5.0,2.5,-,0.39,2.5,0.39,USD,"Sep 15, 2016","Sep 15, 2016"
CALIFORNIA ST UNIV REV,Government Related,Fixed Income,"125,266.47",0.05,"125,266.47","110,000.00",13077DAH5,US13077DAH52,-,113.05,United States,-,USD,2.67,0.37,1.0,"Nov 01, 2024",5.0,2.66,-,0.37,2.66,0.37,USD,"Mar 09, 2017","Mar 09, 2017"
SEATTLE WASH MUN LT & PWR REV,Municipals,Fixed Income,"125,228.54",0.05,"125,228.54","110,000.00",812643KN3,US812643KN36,-,112.18,United States,-,USD,2.51,0.4,1.0,"Sep 01, 2024",5.0,2.5,-,0.4,2.5,0.4,USD,"Nov 05, 2014","Nov 05, 2014"
TEXAS WATER DEV BRD,Government Related,Fixed Income,"125,167.26",0.05,"125,167.26","110,000.00",882854L91,US882854L916,-,112.73,United States,-,USD,2.62,0.4,1.0,"Oct 15, 2024",5.0,2.62,-,0.4,2.62,0.4,USD,"Oct 11, 2018","Oct 11, 2018"
MICHIGAN FIN AUTH REV,Government Related,Fixed Income,"125,165.07",0.05,"125,165.07","110,000.00",59447TSU8,US59447TSU87,-,112.54,United States,-,USD,2.58,0.41,1.0,"Oct 01, 2024",5.0,2.58,-,0.41,2.58,0.41,USD,"Dec 19, 2018","Dec 19, 2018"
NEW HAMPSHIRE ST,Government Related,Fixed Income,"125,136.66",0.05,"125,136.66","110,000.00",6446823S3,US6446823S34,-,113.34,United States,-,USD,2.75,0.39,1.0,"Dec 01, 2024",5.0,2.75,-,0.39,2.75,0.39,USD,"Dec 20, 2017","Dec 20, 2017"
MASSACHUSETTS ST WTR RES AUTH,Government Related,Fixed Income,"125,079.65",0.05,"125,079.65","110,000.00",576051XR2,US576051XR25,-,111.63,United States,-,USD,2.42,0.47,1.0,"Aug 01, 2024",5.0,2.41,-,0.47,2.41,0.47,USD,"May 16, 2018","May 16, 2018"
OHIO ST WTR DEV AUTH WTR POLLU,Government Related,Fixed Income,"125,068.10",0.05,"125,068.10","110,000.00",67766WVS8,US67766WVS87,-,113.28,United States,-,USD,2.75,0.41,1.0,"Dec 01, 2024",5.0,2.75,-,0.41,2.75,0.41,USD,"May 01, 2014","May 01, 2014"
MAINE MUN BD BK,Government Related,Fixed Income,"125,066.95",0.05,"125,066.95","110,000.00",56045RUP2,US56045RUP27,-,112.86,United States,-,USD,2.67,0.43,1.0,"Nov 01, 2024",5.0,2.66,-,0.43,2.66,0.43,USD,"May 26, 2016","May 26, 2016"
OHIO ST WTR DEV AUTH REV,Government Related,Fixed Income,"125,068.10",0.05,"125,068.10","110,000.00",67765QGH3,US67765QGH39,-,113.28,United States,-,USD,2.75,0.41,1.0,"Dec 01, 2024",5.0,2.75,-,0.41,2.75,0.41,USD,"Jul 23, 2019","Jul 23, 2019"
UNIVERSITY WASH UNIV REVS,Municipals,Fixed Income,"125,033.84",0.05,"125,033.84","110,000.00",91523NPJ9,US91523NPJ99,-,113.25,United States,-,USD,2.75,0.42,1.0,"Dec 01, 2024",5.0,2.75,-,0.42,2.75,0.42,USD,"Sep 23, 2015","Sep 23, 2015"
DENVER COLO CITY & CNTY SCH DI,Government Related,Fixed Income,"124,999.60",0.05,"124,999.60","110,000.00",249174UG6,US249174UG68,-,113.22,United States,-,USD,2.75,0.43,1.0,"Dec 01, 2024",5.0,2.75,-,0.43,2.75,0.43,USD,"May 10, 2016","May 10, 2016"
OHIO ST SPL OBLIG,Government Related,Fixed Income,"124,999.60",0.05,"124,999.60","110,000.00",67759HHU1,US67759HHU14,-,113.22,United States,-,USD,2.75,0.43,1.0,"Dec 01, 2024",5.0,2.75,-,0.43,2.75,0.43,USD,"Oct 06, 2016","Oct 06, 2016"
DENVER COLO CITY & CNTY ARPT R,Government Related,Fixed Income,"124,866.55",0.05,"124,866.55","110,000.00",249182JW7,US249182JW71,-,112.88,United States,-,USD,2.7,0.48,1.0,"Nov 15, 2024",5.0,2.7,-,0.48,2.7,0.48,USD,"Dec 01, 2016","Dec 01, 2016"
OHIO UNIV GEN RCPTS ATHENS,Municipals,Fixed Income,"124,487.25",0.05,"124,487.25","110,000.00",677704B64,US677704B640,-,112.75,United States,-,USD,2.75,0.58,1.0,"Dec 01, 2024",5.0,2.74,-,0.58,2.74,0.58,USD,"Mar 01, 2017","Mar 01, 2017"
VIRGINIA COLLEGE BLDG AUTH VA,Government Related,Fixed Income,"124,046.06",0.05,"124,046.06","115,000.00",92778WMX1,US92778WMX10,-,106.87,United States,-,USD,2.57,0.41,1.0,"Sep 01, 2024",3.0,2.56,-,0.41,2.56,0.41,USD,"Jul 12, 2016","Jul 12, 2016"
LEANDER TEX INDPT SCH DIST,Government Related,Fixed Income,"123,485.18",0.05,"123,485.18","125,000.00",521841FF8,US521841FF89,-,98.79,United States,-,USD,2.62,0.47,1.0,"Aug 15, 2024",0.0,2.61,-,0.47,2.61,0.47,USD,"Aug 28, 2014","Aug 01, 2014"
WEST VIRGINIA ST,Government Related,Fixed Income,"123,128.34",0.05,"123,128.34","125,000.00",956553PJ4,US956553PJ48,-,98.5,United States,-,USD,2.83,0.53,1.0,"Nov 01, 2024",0.0,2.82,-,0.53,2.82,0.53,USD,"May 25, 1999","May 25, 1999"
SALEM-KEIZER ORE SCH DIST NO 24J,Government Related,Fixed Income,"123,141.64",0.05,"123,141.64","125,000.00",794173FQ2,US794173FQ20,-,98.51,United States,-,USD,2.46,0.61,1.0,"Jun 15, 2024",0.0,2.44,-,0.61,2.44,0.61,USD,"Mar 16, 2009","Mar 16, 2009"
WILLIAM S HART CALIF UN HIGH S,Municipals,Fixed Income,"123,106.71",0.05,"123,106.71","125,000.00",969268AQ4,US969268AQ45,-,98.49,United States,-,USD,2.58,0.59,1.0,"Aug 01, 2024",0.0,2.57,-,0.59,2.57,0.59,USD,"Nov 30, 2011","Nov 30, 2011"
CERRITOS CALIF CMNTY COLLEGE D,Municipals,Fixed Income,"122,980.36",0.05,"122,980.36","125,000.00",156792EY5,US156792EY57,-,98.38,United States,-,USD,2.58,0.63,1.0,"Aug 01, 2024",0.0,2.57,-,0.63,2.57,0.63,USD,"Apr 04, 2012","Apr 04, 2012"
CALIFORNIA ST,Government Related,Fixed Income,"122,875.99",0.05,"122,875.99","110,000.00",13063DUX4,US13063DUX47,-,110.04,United States,-,USD,2.05,0.35,1.0,"Mar 01, 2024",5.0,2.05,-,0.35,2.05,0.35,USD,"Apr 22, 2020","Apr 22, 2020"
WASHINGTON ST FOR ISSUES DTD P,Government Related,Fixed Income,"122,854.32",0.05,"122,854.32","110,000.00",93974DE38,US93974DE380,-,109.6,United States,-,USD,1.97,0.37,1.0,"Feb 01, 2024",5.0,1.97,-,0.37,1.97,0.37,USD,"Jan 24, 2017","Jan 24, 2017"
COMAL TEX INDPT SCH DIST,Government Related,Fixed Income,"122,830.23",0.05,"122,830.23","110,000.00",199820Q79,US199820Q799,-,109.58,United States,-,USD,1.97,0.38,1.0,"Feb 01, 2024",5.0,1.97,-,0.38,1.97,0.38,USD,"Jul 01, 2015","Jul 01, 2015"
CLARK CNTY WASH PUB UTIL DIST,Government Related,Fixed Income,"122,791.14",0.05,"122,791.14","110,000.00",181108WF4,US181108WF48,-,109.13,United States,-,USD,1.89,0.41,1.0,"Jan 01, 2024",5.0,1.89,-,0.41,1.89,0.41,USD,"Dec 06, 2012","Dec 06, 2012"
CHICAGO ILL O HARE INTL ARPT R,Government Related,Fixed Income,"122,791.14",0.05,"122,791.14","110,000.00",167593WA6,US167593WA69,-,109.13,United States,-,USD,1.89,0.41,1.0,"Jan 01, 2024",5.0,1.89,-,0.41,1.89,0.41,USD,"Jan 10, 2017","Jan 10, 2017"
GRAND PRAIRIE TEX,Municipals,Fixed Income,"122,779.48",0.05,"122,779.48","110,000.00",386138VF5,US386138VF55,-,109.73,United States,-,USD,2.01,0.39,1.0,"Feb 15, 2024",5.0,2.01,-,0.39,2.01,0.39,USD,"Nov 29, 2016","Nov 01, 2016"
MASSACHUSETTS ST TRANSN FD REV,Government Related,Fixed Income,"122,687.50",0.05,"122,687.50","110,000.00",57604TFS0,US57604TFS06,-,111.12,United States,-,USD,2.31,0.37,1.0,"Jun 01, 2024",5.0,2.3,-,0.37,2.3,0.37,USD,"Nov 16, 2017","Nov 16, 2017"
TRAVIS CNTY TEX,Municipals,Fixed Income,"122,675.26",0.05,"122,675.26","110,000.00",89453PU72,US89453PU720,-,109.86,United States,-,USD,2.05,0.42,1.0,"Mar 01, 2024",5.0,2.05,-,0.42,2.05,0.42,USD,"Jul 16, 2020","Jul 01, 2020"
IOWA ST SPL OBLIG,Government Related,Fixed Income,"122,603.11",0.05,"122,603.11","110,000.00",46257TEB1,US46257TEB17,-,111.04,United States,-,USD,2.31,0.4,1.0,"Jun 01, 2024",5.0,2.3,-,0.4,2.3,0.4,USD,"Jul 28, 2016","Jul 28, 2016"
MIAMI-DADE CNTY FLA SCH BRD CT,Corporates,Fixed Income,"122,469.70",0.05,"122,469.70","110,000.00",59333MT47,US59333MT471,-,109.25,United States,-,USD,1.97,0.53,1.0,"Feb 01, 2024",5.0,1.97,-,0.53,1.97,0.53,USD,"Dec 16, 2015","Dec 16, 2015"
BEVERLY HILLS CALIF UNI SCH DI,Municipals,Fixed Income,"122,284.32",0.05,"122,284.32","110,000.00",088023LL8,US088023LL83,-,109.5,United States,-,USD,2.45,0.3,1.0,"Aug 01, 2024",4.0,2.44,-,0.3,2.44,0.3,USD,"Feb 23, 2017","Feb 23, 2017"
FOOTHILL-DE ANZA CALIF CMNTY C,Government Related,Fixed Income,"122,254.52",0.05,"122,254.52","110,000.00",345102MG9,US345102MG95,-,109.47,United States,-,USD,2.45,0.31,1.0,"Aug 01, 2024",4.0,2.44,-,0.31,2.44,0.31,USD,"Oct 19, 2016","Oct 19, 2016"
CALIFORNIA ST,Government Related,Fixed Income,"121,957.19",0.05,"121,957.19","110,000.00",13063DPR3,US13063DPR34,-,109.87,United States,-,USD,2.61,0.39,1.0,"Oct 01, 2024",4.0,2.61,-,0.39,2.61,0.39,USD,"Sep 17, 2019","Sep 17, 2019"
KING CNTY WASH RURAL LIBR DIST,Municipals,Fixed Income,"121,731.72",0.05,"121,731.72","110,000.00",494800GL3,US494800GL30,-,110.33,United States,-,USD,2.78,0.43,1.0,"Dec 01, 2024",4.0,2.78,-,0.43,2.78,0.43,USD,"Nov 20, 2012","Nov 20, 2012"
FAYETTE CNTY GA SCH DIST,Municipals,Fixed Income,"120,287.45",0.05,"120,287.45","105,000.00",312225MA0,US312225MA02,-,112.81,United States,-,USD,2.5,0.41,1.0,"Sep 01, 2024",5.25,2.49,-,0.41,2.49,0.41,USD,"Apr 17, 2018","Apr 17, 2018"
LOS ANGELES CALIF DEPT WTR & P,Government Related,Fixed Income,"119,876.03",0.05,"119,876.03","105,000.00",544525UT3,US544525UT30,-,111.67,United States,-,USD,2.33,0.31,1.0,"Jul 01, 2024",5.0,2.34,-,0.31,2.34,0.31,USD,"Jun 09, 2016","Jun 09, 2016"
LOS ANGELES CALIF DEPT WTR & P,Government Related,Fixed Income,"119,764.60",0.05,"119,764.60","105,000.00",5444955C4,US5444955C46,-,111.56,United States,-,USD,2.33,0.35,1.0,"Jul 01, 2024",5.0,2.33,-,0.35,2.33,0.35,USD,"Nov 01, 2018","Nov 01, 2018"
DELAWARE TRANSN AUTH TRANSN SY,Government Related,Fixed Income,"119,708.93",0.05,"119,708.93","105,000.00",246428C87,US246428C877,-,111.51,United States,-,USD,2.33,0.37,1.0,"Jul 01, 2024",5.0,2.33,-,0.37,2.33,0.37,USD,"Feb 02, 2016","Feb 02, 2016"
UNIVERSITY TEX PERM UNIV FD,Government Related,Fixed Income,"119,653.29",0.05,"119,653.29","105,000.00",9151154D8,US9151154D82,-,111.46,United States,-,USD,2.33,0.39,1.0,"Jul 01, 2024",5.0,2.33,-,0.39,2.33,0.39,USD,"Apr 02, 2014","Apr 01, 2014"
WASHINGTON ST FOR ISSUES DTD P,Government Related,Fixed Income,"119,625.48",0.05,"119,625.48","105,000.00",93974DSB5,US93974DSB54,-,111.43,United States,-,USD,2.33,0.4,1.0,"Jul 01, 2024",5.0,2.33,-,0.4,2.33,0.4,USD,"Oct 08, 2015","Oct 08, 2015"
MINNESOTA ST FOR PREVIOUS ISSU,Government Related,Fixed Income,"119,624.33",0.05,"119,624.33","105,000.00",60412AFV0,US60412AFV08,-,111.84,United States,-,USD,2.42,0.39,1.0,"Aug 01, 2024",5.0,2.41,-,0.39,2.41,0.39,USD,"Aug 11, 2016","Aug 11, 2016"
NEW YORK N Y CITY TRANSITIONAL,Government Related,Fixed Income,"119,607.60",0.05,"119,607.60","105,000.00",64972HVZ2,US64972HVZ27,-,111.61,United States,-,USD,2.37,0.4,1.0,"Jul 15, 2024",5.0,2.37,-,0.4,2.37,0.4,USD,"Jan 22, 2015","Jan 22, 2015"
DENTON CNTY TX,Municipals,Fixed Income,"119,597.95",0.05,"119,597.95","105,000.00",2487754Y1,US2487754Y11,-,111.6,United States,-,USD,2.37,0.4,1.0,"Jul 15, 2024",5.0,2.37,-,0.4,2.37,0.4,USD,"Aug 01, 2017","Aug 01, 2017"
FORT BEND TEX INDPT SCH DIST,Government Related,Fixed Income,"119,596.97",0.05,"119,596.97","105,000.00",346843QD0,US346843QD05,-,112.01,United States,-,USD,2.45,0.39,1.0,"Aug 15, 2024",5.0,2.45,-,0.39,2.45,0.39,USD,"Jul 30, 2019","Jul 15, 2019"
SPRING TEX INDPT SCH DIST,Municipals,Fixed Income,"119,480.02",0.05,"119,480.02","105,000.00",8500005E6,US8500005E65,-,111.9,United States,-,USD,2.45,0.43,1.0,"Aug 15, 2024",5.0,2.45,-,0.43,2.45,0.43,USD,"Feb 15, 2017","Feb 15, 2017"
WASHINGTON ST CTFS PARTN,Government Related,Fixed Income,"119,431.06",0.05,"119,431.06","105,000.00",939720NW4,US939720NW47,-,111.24,United States,-,USD,2.33,0.47,1.0,"Jul 01, 2024",5.0,2.33,-,0.47,2.33,0.47,USD,"Aug 28, 2014","Aug 28, 2014"
