,,,,,,,,,,,,,,,,,,,,,,,,,,iShares U.S. Fixed Income Balanced Risk Factor ETF
MARTIN MARIETTA MATERIALS INC,Industrial,Fixed Income,"45,307.05",0.04,"45,307.05","45,000.00",573284AW6,US573284AW62,-,99.49,United States,-,USD,8.35,2.46,1.0,"Jul 15, 2031",2.4,8.37,-,2.46,8.37,2.46,USD,"Jul 02, 2021","Jul 02, 2021"
CONOCOPHILLIPS CO,Industrial,Fixed Income,"45,267.00",0.04,"45,267.00","34,000.00",208251AE8,US208251AE82,5670055,131.67,United States,-,USD,5.94,2.22,1.0,"Apr 15, 2029",6.95,5.92,-,2.22,5.92,2.22,USD,"Apr 20, 1999","Apr 20, 1999"
ONEOK INC,Industrial,Fixed Income,"45,189.22",0.04,"45,189.22","35,000.00",682680BE2,US682680BE21,-,126.18,United States,-,USD,6.91,3.02,1.0,"Jan 15, 2031",6.35,7.0,-,2.95,6.85,2.95,USD,"May 07, 2020","May 07, 2020"
DTE ENERGY COMPANY,Utility,Fixed Income,"44,990.85",0.04,"44,990.85","45,000.00",233331BH9,US233331BH98,-,99.89,United States,-,USD,0.83,0.68,1.0,"Nov 01, 2022",0.55,0.83,-,0.68,0.83,0.68,USD,"Oct 07, 2020","Oct 07, 2020"
AGILENT TECHNOLOGIES INC,Industrial,Fixed Income,"44,920.97",0.04,"44,920.97","45,000.00",00846UAN1,US00846UAN19,-,99.13,United States,-,USD,8.14,2.41,1.0,"Mar 12, 2031",2.3,8.18,-,2.41,8.18,2.41,USD,"Mar 12, 2021","Mar 12, 2021"
FNMA 30YR UMBS SUPER,MBS Pass-Through,Fixed Income,"44,826.88",0.04,"44,826.88","43,789.00",3140XD3Q7,US3140XD3Q75,-,102.16,United States,-,USD,6.31,2.15,1.0,"Dec 01, 2051",2.5,6.36,-,2.15,6.36,2.15,USD,"Nov 01, 2021","Nov 01, 2021"
NATIONAL RURAL UTILITIES COOPERATI,Utility,Fixed Income,"44,384.18",0.04,"44,384.18","40,000.00",637432NS0,US637432NS00,BJJH996,109.87,United States,-,USD,6.18,2.21,1.0,"Mar 15, 2029",3.7,6.3,-,2.16,6.11,2.16,USD,"Jan 31, 2019","Jan 31, 2019"
PACIFIC GAS AND ELECTRIC COMPANY,Utility,Fixed Income,"44,344.00",0.04,"44,344.00","40,000.00",694308JM0,US694308JM04,-,108.58,United States,-,USD,6.76,3.38,1.0,"Jul 01, 2030",4.55,6.95,-,3.32,6.61,3.32,USD,"Jul 02, 2020","Jul 01, 2020"
FNMA 30YR,MBS Pass-Through,Fixed Income,"43,842.70",0.04,"43,842.70","40,954.00",3140J8C27,US3140J8C277,-,106.76,United States,-,USD,3.04,1.95,1.0,"Feb 01, 2047",3.5,4.46,-,1.95,4.46,1.95,USD,"Mar 01, 2018","Mar 01, 2018"
ARIZONA PUBLIC SERVICE COMPANY,Utility,Fixed Income,"43,802.90",0.04,"43,802.90","45,000.00",040555DD3,US040555DD31,-,97.24,United States,-,USD,8.85,2.51,1.0,"Dec 15, 2031",2.2,8.86,-,2.51,8.86,2.51,USD,"Aug 16, 2021","Aug 16, 2021"
SM ENERGY CO 144A,Industrial,Fixed Income,"43,647.60",0.04,"43,647.60","38,000.00",78454LAT7,US78454LAT70,BM97566,110.25,United States,-,USD,1.92,6.24,1.0,"Jan 15, 2025",10.0,2.53,-,5.5,2.1,5.5,USD,"Jun 17, 2020","Jun 17, 2020"
GNMA2 30YR,MBS Pass-Through,Fixed Income,"43,424.72",0.04,"43,424.72","40,432.00",36179UKZ4,US36179UKZ48,-,106.99,United States,-,USD,2.16,2.86,1.0,"Jan 20, 2049",5.0,3.37,-,2.86,3.37,2.86,USD,"Jan 01, 2019","Jan 01, 2019"
FNMA 30YR,MBS Pass-Through,Fixed Income,"43,284.94",0.04,"43,284.94","39,601.00",3140Q8VZ5,US3140Q8VZ57,-,109.01,United States,-,USD,3.04,1.86,1.0,"Apr 01, 2048",3.5,5.54,-,1.86,5.54,1.86,USD,"Mar 01, 2018","Mar 01, 2018"
SERVICE CORPORATION INTERNATIONAL,Industrial,Fixed Income,"43,265.63",0.04,"43,265.63","40,000.00",817565CE2,US817565CE22,BK62T02,107.74,United States,-,USD,3.4,3.91,1.0,"Jun 01, 2029",5.13,6.17,-,2.82,2.27,2.82,USD,"May 21, 2019","May 21, 2019"
ALBERTSONS COMPANIES INC 144A,Industrial,Fixed Income,"42,862.26",0.04,"42,862.26","40,000.00",013092AC5,US013092AC57,BK0SQV6,105.02,United States,-,USD,0.08,3.53,1.0,"Jan 15, 2027",4.63,4.4,-,-5.0,0.08,-5.0,USD,"Nov 22, 2019","Nov 22, 2019"
GNMA2 30YR,MBS Pass-Through,Fixed Income,"42,683.24",0.04,"42,683.24","40,170.00",36179T7L3,US36179T7L33,-,105.88,United States,-,USD,2.79,2.74,1.0,"Aug 20, 2048",4.5,3.45,-,2.74,3.45,2.74,USD,"Aug 01, 2018","Aug 01, 2018"
JPMORGAN CHASE & CO,Financial Institutions,Fixed Income,"42,607.41",0.04,"42,607.41","40,000.00",46625HKC3,US46625HKC33,BWB9333,105.15,United States,-,USD,2.72,1.4,1.0,"Jan 23, 2025",3.13,2.89,-,1.26,2.66,1.26,USD,"Jan 23, 2015","Jan 23, 2015"
FNMA 30YR,MBS Pass-Through,Fixed Income,"42,518.38",0.04,"42,518.38","40,017.00",3140GQ6T8,US3140GQ6T84,-,105.96,United States,-,USD,3.04,2.11,1.0,"Sep 01, 2047",3.5,4.4,-,2.11,4.4,2.11,USD,"Sep 01, 2017","Sep 01, 2017"
BAUSCH HEALTH COMPANIES INC 144A,Industrial,Fixed Income,"42,378.03",0.04,"42,378.03","41,000.00",91831AAC5,US91831AAC53,BWD21S1,102.07,United States,-,USD,0.29,5.43,1.0,"Apr 15, 2025",6.13,2.92,-,2.42,0.29,2.42,USD,"Mar 27, 2015","Mar 27, 2015"
JPMORGAN CHASE & CO,Financial Institutions,Fixed Income,"42,289.42",0.04,"42,289.42","40,000.00",46647PAY2,US46647PAY25,BH31XJ8,105.43,United States,-,USD,1.86,1.18,1.0,"Dec 05, 2024",4.02,1.86,-,1.16,1.86,1.16,USD,"Dec 05, 2018","Dec 05, 2018"
UNION ELECTRIC CO,Utility,Fixed Income,"42,234.04",0.04,"42,234.04","40,000.00",906548CM2,US906548CM25,BYSWYD6,105.45,United States,-,USD,4.93,1.89,1.0,"Jun 15, 2027",2.95,5.04,-,1.85,4.82,1.85,USD,"Jun 15, 2017","Jun 15, 2017"
PICASSO FINANCE SUB INC 144A,Industrial,Fixed Income,"41,985.69",0.04,"41,985.69","40,000.00",71953LAA9,US71953LAA98,BM8BF47,104.69,United States,-,USD,0.69,4.64,1.0,"Jun 15, 2025",6.13,3.09,-,2.82,0.45,2.82,USD,"Jun 15, 2020","Jun 15, 2020"
GNMA2 30YR,MBS Pass-Through,Fixed Income,"41,764.64",0.04,"41,764.64","39,672.00",36179UKW1,US36179UKW17,-,104.98,United States,-,USD,3.39,2.2,1.0,"Jan 20, 2049",3.5,3.93,-,2.2,3.93,2.2,USD,"Jan 01, 2019","Jan 01, 2019"
FNMA 30YR UMBS,MBS Pass-Through,Fixed Income,"41,585.66",0.04,"41,585.66","38,892.00",31418DJT0,US31418DJT00,-,106.59,United States,-,USD,3.11,2.23,1.0,"Dec 01, 2049",4.0,3.84,-,2.23,3.84,2.23,USD,"Nov 01, 2019","Nov 01, 2019"
MSCI INC 144A,Industrial,Fixed Income,"41,542.53",0.04,"41,542.53","40,000.00",55354GAK6,US55354GAK67,-,102.65,United States,-,USD,5.25,3.27,1.0,"Sep 01, 2030",3.63,7.33,-,3.15,5.44,3.15,USD,"Mar 04, 2020","Mar 04, 2020"
GNMA2 30YR,MBS Pass-Through,Fixed Income,"40,976.77",0.04,"40,976.77","38,380.00",36179T7K5,-,-,106.43,United States,-,USD,3.06,2.3,1.0,"Aug 20, 2048",4.0,3.88,-,2.3,3.88,2.3,USD,"Aug 01, 2018","Aug 01, 2018"
FNMA 30YR,MBS Pass-Through,Fixed Income,"40,727.82",0.04,"40,727.82","38,332.00",3140J7S30,US3140J7S309,-,105.96,United States,-,USD,3.04,2.11,1.0,"May 01, 2047",3.5,4.4,-,2.11,4.4,2.11,USD,"Dec 01, 2017","Dec 01, 2017"
FNMA 30YR,MBS Pass-Through,Fixed Income,"40,358.86",0.04,"40,358.86","36,681.00",3140Q9DC4,US3140Q9DC48,BDTYM74,109.65,United States,-,USD,2.55,2.27,1.0,"Jun 01, 2048",4.5,4.4,-,2.27,4.4,2.27,USD,"May 01, 2018","May 01, 2018"
FHLMC GOLD 30YR GIANT,MBS Pass-Through,Fixed Income,"40,319.29",0.04,"40,319.29","36,421.00",3132XCR98,US3132XCR989,-,110.37,United States,-,USD,2.87,1.98,1.0,"Jun 01, 2048",4.0,5.12,-,1.98,5.12,1.98,USD,"May 01, 2018","May 01, 2018"
CROWN CASTLE INTERNATIONAL CORP,Industrial,Fixed Income,"40,293.56",0.04,"40,293.56","40,000.00",22822VAY7,US22822VAY74,-,99.47,United States,-,USD,8.31,2.56,1.0,"Jul 15, 2031",2.5,8.33,-,2.56,8.33,2.56,USD,"Jun 29, 2021","Jun 29, 2021"
FHLMC GOLD 30YR GIANT,MBS Pass-Through,Fixed Income,"40,197.28",0.04,"40,197.28","37,830.00",31335AYT9,US31335AYT95,BDD0TN3,106.01,United States,-,USD,3.74,1.84,1.0,"Oct 01, 2046",3.0,5.17,-,1.84,5.17,1.84,USD,"Sep 01, 2016","Sep 01, 2016"
BUNGE LIMITED FINANCE CORPORATION,Industrial,Fixed Income,"40,195.09",0.04,"40,195.09","40,000.00",120568BB5,US120568BB55,-,99.88,United States,-,USD,3.48,1.66,1.0,"Aug 17, 2025",1.63,3.49,-,1.66,3.49,1.66,USD,"Aug 17, 2020","Aug 17, 2020"
FS KKR CAPITAL CORP,Financial Institutions,Fixed Income,"40,188.23",0.04,"40,188.23","40,000.00",302635AH0,US302635AH04,-,99.06,United States,-,USD,4.64,2.83,1.0,"Jan 15, 2027",2.63,4.62,-,2.83,4.62,2.83,USD,"Jun 17, 2021","Jun 17, 2021"
GENERAL MOTORS FINANCIAL CO INC,Industrial,Fixed Income,"40,131.07",0.04,"40,131.07","40,000.00",37045XDP8,US37045XDP87,-,99.82,United States,-,USD,6.17,2.43,1.0,"Oct 15, 2028",2.4,6.2,-,2.43,6.2,2.43,USD,"Oct 15, 2021","Oct 15, 2021"
AUTOMATIC DATA PROCESSING INC,Industrial,Fixed Income,"40,012.09",0.03,"40,012.09","40,000.00",053015AG8,US053015AG87,-,99.81,United States,-,USD,5.95,1.73,1.0,"May 15, 2028",1.7,6.0,-,1.73,6.0,1.73,USD,"May 14, 2021","May 14, 2021"
ANALOG DEVICES INC,Industrial,Fixed Income,"39,935.64",0.03,"39,935.64","40,000.00",032654AU9,US032654AU97,-,99.43,United States,-,USD,6.28,1.79,1.0,"Oct 01, 2028",1.7,6.32,-,1.79,6.32,1.79,USD,"Oct 05, 2021","Oct 05, 2021"
EQUIFAX INC,Industrial,Fixed Income,"39,892.73",0.03,"39,892.73","40,000.00",294429AT2,US294429AT25,-,98.83,United States,-,USD,8.52,2.49,1.0,"Sep 15, 2031",2.35,8.54,-,2.49,8.54,2.49,USD,"Aug 13, 2021","Aug 13, 2021"
WEC ENERGY GROUP INC,Utility,Fixed Income,"39,739.58",0.03,"39,739.58","40,000.00",92939UAC0,US92939UAC09,-,99.19,United States,-,USD,1.69,1.03,1.0,"Sep 15, 2023",0.55,1.69,-,1.03,1.69,1.03,USD,"Sep 17, 2020","Sep 17, 2020"
FGOLD 15YR GIANT,MBS Pass-Through,Fixed Income,"39,620.12",0.03,"39,620.12","37,497.00",3128MMZB2,US3128MMZB23,-,105.37,United States,-,USD,2.4,1.58,1.0,"Jun 01, 2034",3.5,2.83,-,1.58,2.83,1.58,USD,"May 01, 2019","May 01, 2019"
BAT CAPITAL CORP,Industrial,Fixed Income,"39,294.16",0.03,"39,294.16","40,000.00",05526DBR5,US05526DBR52,-,97.63,United Kingdom,-,USD,5.73,2.67,1.0,"Mar 25, 2028",2.26,5.73,-,2.67,5.73,2.67,USD,"Sep 25, 2020","Sep 25, 2020"
FNMA 15YR,MBS Pass-Through,Fixed Income,"38,452.33",0.03,"38,452.33","35,654.00",3140J8SW4,-,-,107.56,United States,-,USD,2.09,1.11,1.0,"May 01, 2033",3.5,3.2,-,1.11,3.2,1.11,USD,"Jun 01, 2018","Jun 01, 2018"
INTERSTATE POWER AND LIGHT CO,Utility,Fixed Income,"38,432.10",0.03,"38,432.10","35,000.00",461070AQ7,US461070AQ74,BJLWN31,108.91,United States,-,USD,6.25,2.26,1.0,"Apr 01, 2029",3.6,6.36,-,2.22,6.17,2.22,USD,"Apr 01, 2019","Apr 01, 2019"
DEVON ENERGY CORPORATION,Industrial,Fixed Income,"38,288.60",0.03,"38,288.60","35,000.00",25179MBF9,US25179MBF95,-,107.32,United States,-,USD,4.12,3.45,1.0,"Jan 15, 2030",4.5,6.64,-,2.69,2.79,2.69,USD,"Jul 15, 2021","Dec 20, 2021"
GENERAL MOTORS CO,Industrial,Fixed Income,"37,946.30",0.03,"37,946.30","35,000.00",37045VAW0,US37045VAW00,BNKJ4D8,107.08,United States,-,USD,1.67,1.3,1.0,"Oct 02, 2023",5.4,1.67,-,1.3,1.67,1.3,USD,"May 12, 2020","May 12, 2020"
ROPER TECHNOLOGIES INC,Industrial,Fixed Income,"37,758.39",0.03,"37,758.39","35,000.00",776743AB2,US776743AB20,BZ6F854,107.71,United States,-,USD,3.52,1.82,1.0,"Dec 15, 2025",3.85,3.68,-,1.69,3.46,1.69,USD,"Dec 07, 2015","Dec 07, 2015"
FNMA 30YR UMBS,MBS Pass-Through,Fixed Income,"37,716.58",0.03,"37,716.58","34,980.00",3140QBPV4,US3140QBPV40,-,107.45,United States,-,USD,1.87,1.76,1.0,"Aug 01, 2049",4.5,2.85,-,1.76,2.85,1.76,USD,"Jul 01, 2019","Jul 01, 2019"
NOVELIS CORP 144A,Industrial,Fixed Income,"37,568.01",0.03,"37,568.01","35,000.00",670001AE6,US670001AE60,BKLPSC1,105.36,United States,-,USD,4.54,3.97,1.0,"Jan 30, 2030",4.75,6.59,-,3.63,2.81,3.63,USD,"Jan 16, 2020","Jan 16, 2020"
CLARIOS GLOBAL LP 144A,Industrial,Fixed Income,"37,477.12",0.03,"37,477.12","35,000.00",69867DAC2,US69867DAC20,BJ0M440,106.02,United States,-,USD,0.37,7.13,1.0,"May 15, 2027",8.5,4.26,-,3.54,0.37,3.54,USD,"Apr 01, 2019","Apr 01, 2019"
FNMA 30YR UMBS,MBS Pass-Through,Fixed Income,"37,401.72",0.03,"37,401.72","34,979.00",3140QBHB7,US3140QBHB77,-,106.59,United States,-,USD,3.11,2.23,1.0,"Jul 01, 2049",4.0,3.84,-,2.23,3.84,2.23,USD,"Jun 01, 2019","Jun 01, 2019"
GNMA2 30YR,MBS Pass-Through,Fixed Income,"37,211.87",0.03,"37,211.87","35,512.00",36179SJS7,US36179SJS77,-,104.54,United States,-,USD,3.34,1.96,1.0,"Aug 20, 2046",3.0,4.44,-,1.96,4.44,1.96,USD,"Aug 01, 2016","Aug 01, 2016"
TARGA RESOURCES PARTNERS LP,Industrial,Fixed Income,"37,138.95",0.03,"37,138.95","35,000.00",87612BBJ0,US87612BBJ08,BZ57HC1,104.87,United States,-,USD,0.29,4.61,1.0,"Apr 15, 2026",5.88,3.74,-,-0.77,0.29,-0.77,USD,"Apr 12, 2018","Apr 12, 2018"
FHLMC GOLD 30YR GIANT,MBS Pass-Through,Fixed Income,"36,565.25",0.03,"36,565.25","33,497.00",31335B7C4,US31335B7C43,-,108.83,United States,-,USD,2.87,1.97,1.0,"Jul 01, 2046",4.0,4.37,-,1.97,4.37,1.97,USD,"Dec 01, 2018","Dec 01, 2018"
GNMA2 30YR,MBS Pass-Through,Fixed Income,"36,432.01",0.03,"36,432.01","34,280.00",36179TXV2,US36179TXV24,-,105.95,United States,-,USD,3.06,2.33,1.0,"May 20, 2048",4.0,3.66,-,2.33,3.66,2.33,USD,"May 01, 2018","May 01, 2018"
LEAR CORPORATION,Industrial,Fixed Income,"36,353.42",0.03,"36,353.42","33,000.00",521865AY1,US521865AY17,BF6Q3F2,109.04,United States,-,USD,4.98,2.11,1.0,"Sep 15, 2027",3.8,5.1,-,2.04,4.9,2.04,USD,"Aug 17, 2017","Aug 17, 2017"
FNMA 30YR UMBS,MBS Pass-Through,Fixed Income,"36,011.96",0.03,"36,011.96","33,542.00",3140QDMC5,US3140QDMC51,-,107.03,United States,-,USD,2.01,1.52,1.0,"May 01, 2050",4.0,2.97,-,1.52,2.97,1.52,USD,"Apr 01, 2020","Apr 01, 2020"
1011778 BC UNLIMITED LIABILITY CO 144A,Industrial,Fixed Income,"35,835.44",0.03,"35,835.44","35,000.00",68245XAH2,US68245XAH26,BJJJT70,101.25,Canada,-,USD,3.28,3.64,1.0,"Jan 15, 2028",3.88,5.29,-,3.39,2.52,3.39,USD,"Sep 24, 2019","Sep 24, 2019"
FHLMC GOLD 30YR,MBS Pass-Through,Fixed Income,"35,356.16",0.03,"35,356.16","32,811.00",3132VQLR5,US3132VQLR53,-,107.46,United States,-,USD,3.04,1.9,1.0,"Jun 01, 2049",3.5,4.7,-,1.9,4.7,1.9,USD,"May 01, 2019","May 01, 2019"
VERISIGN INC,Industrial,Fixed Income,"35,324.10",0.03,"35,324.10","35,000.00",92343EAM4,US92343EAM49,-,100.81,United States,-,USD,8.27,2.6,1.0,"Jun 15, 2031",2.7,8.3,-,2.6,8.1,2.6,USD,"Jun 08, 2021","Jun 08, 2021"
FNMA 30YR,MBS Pass-Through,Fixed Income,"35,135.50",0.03,"35,135.50","33,068.00",31418CPE8,US31418CPE83,-,105.96,United States,-,USD,3.04,2.11,1.0,"Sep 01, 2047",3.5,4.4,-,2.11,4.4,2.11,USD,"Aug 01, 2017","Aug 01, 2017"
SPRINGLEAF FINANCE CORP,Financial Institutions,Fixed Income,"34,948.78",0.03,"34,948.78","30,000.00",85172FAN9,US85172FAN96,BDTMS47,114.4,United States,-,USD,3.66,3.42,1.0,"Mar 15, 2026",7.13,3.62,-,3.42,3.62,3.42,USD,"May 11, 2018","May 11, 2018"
DOMINION ENERGY INC,Utility,Fixed Income,"34,628.56",0.03,"34,628.56","35,000.00",25746UDL0,US25746UDL08,-,98.07,United States,-,USD,8.49,2.48,1.0,"Aug 15, 2031",2.25,8.51,-,2.48,8.51,2.48,USD,"Aug 12, 2021","Aug 12, 2021"
FNMA 30YR,MBS Pass-Through,Fixed Income,"34,545.17",0.03,"34,545.17","32,144.00",3140Q9XX6,US3140Q9XX64,-,107.1,United States,-,USD,2.55,2.61,1.0,"Oct 01, 2048",4.5,3.86,-,2.61,3.86,2.61,USD,"Sep 01, 2018","Sep 01, 2018"
AUTONATION INC,Industrial,Fixed Income,"34,520.62",0.03,"34,520.62","35,000.00",05329WAR3,US05329WAR34,-,97.81,United States,-,USD,6.07,2.31,1.0,"Aug 01, 2028",1.95,6.08,-,2.31,6.08,2.31,USD,"Jul 29, 2021","Jul 29, 2021"
MATCH GROUP HOLDINGS II LLC 144A,Industrial,Fixed Income,"34,378.76",0.03,"34,378.76","35,000.00",57667JAA0,US57667JAA07,-,97.35,United States,-,USD,7.08,3.95,1.0,"Oct 01, 2031",3.63,8.04,-,3.95,8.04,3.95,USD,"Oct 04, 2021","Oct 04, 2021"
AT&T INC,Industrial,Fixed Income,"34,315.63",0.03,"34,315.63","30,000.00",00206RGQ9,US00206RGQ92,BG6F4D1,112.76,United States,-,USD,6.73,2.55,1.0,"Feb 15, 2030",4.3,6.84,-,2.5,6.66,2.5,USD,"Aug 15, 2018","Nov 23, 2018"
FNMA 30YR UMBS,MBS Pass-Through,Fixed Income,"34,099.28",0.03,"34,099.28","31,625.00",3140QBHW1,US3140QBHW15,-,107.45,United States,-,USD,1.87,1.76,1.0,"Jul 01, 2049",4.5,2.85,-,1.76,2.85,1.76,USD,"Jun 01, 2019","Jun 01, 2019"
GNMA2 30YR,MBS Pass-Through,Fixed Income,"33,713.19",0.03,"33,713.19","31,736.00",36179RBX6,US36179RBX61,BJ0CBC7,105.94,United States,-,USD,3.39,2.09,1.0,"Apr 20, 2045",3.5,4.29,-,2.09,4.29,2.09,USD,"Apr 01, 2015","Apr 01, 2015"
FNMA 15YR,MBS Pass-Through,Fixed Income,"33,491.18",0.03,"33,491.18","31,674.00",31418CXX7,US31418CXX72,-,105.4,United States,-,USD,1.07,2.14,1.0,"Jun 01, 2033",4.0,2.99,-,2.14,2.99,2.14,USD,"May 01, 2018","May 01, 2018"
BERKSHIRE HATHAWAY ENERGY CO,Utility,Fixed Income,"33,315.74",0.03,"33,315.74","35,000.00",084659BD2,US084659BD28,BN927R3,94.98,United States,-,USD,8.56,2.25,1.0,"May 15, 2031",1.65,8.59,-,2.25,8.59,2.25,USD,"Oct 29, 2020","Mar 03, 2021"
UNITED STATES STEEL CORP,Industrial,Fixed Income,"32,951.30",0.03,"32,951.30","30,000.00",912909AU2,US912909AU28,-,107.55,United States,-,USD,3.31,5.58,1.0,"Mar 01, 2029",6.88,5.56,-,4.69,1.97,4.69,USD,"Feb 11, 2021","Feb 11, 2021"
FNMA 30YR,MBS Pass-Through,Fixed Income,"32,898.25",0.03,"32,898.25","30,813.00",3140GSNW8,US3140GSNW85,-,106.43,United States,-,USD,2.87,2.19,1.0,"Sep 01, 2047",4.0,3.68,-,2.19,3.68,2.19,USD,"Sep 01, 2017","Sep 01, 2017"
VMWARE INC,Industrial,Fixed Income,"32,882.70",0.03,"32,882.70","30,000.00",928563AD7,US928563AD71,-,109.03,United States,-,USD,3.08,1.73,1.0,"May 15, 2025",4.5,3.13,-,1.67,3.06,1.67,USD,"Apr 07, 2020","Apr 07, 2020"
AVAYA INC. 144A,Industrial,Fixed Income,"32,378.84",0.03,"32,378.84","30,000.00",053499AL3,US053499AL36,BM9TQX6,106.13,United States,-,USD,2.97,5.04,1.0,"Sep 15, 2028",6.13,5.41,-,4.12,1.59,4.12,USD,"Sep 25, 2020","Sep 25, 2020"
SPRINGLEAF FINANCE CORP,Financial Institutions,Fixed Income,"32,353.34",0.03,"32,353.34","30,000.00",85172FAP4,US85172FAP45,BJJDP63,106.04,United States,-,USD,1.62,3.26,1.0,"Mar 15, 2024",6.13,2.03,-,2.48,1.6,2.48,USD,"Feb 22, 2019","Feb 22, 2019"
FNMA 30YR,MBS Pass-Through,Fixed Income,"31,840.09",0.03,"31,840.09","30,030.00",3138WF3G9,US3138WF3G94,BYVGB78,105.74,United States,-,USD,3.04,2.07,1.0,"Nov 01, 2045",3.5,4.12,-,2.07,4.12,2.07,USD,"Oct 01, 2015","Oct 01, 2015"
INTERCONTINENTAL EXCHANGE INC,Financial Institutions,Fixed Income,"31,306.99",0.03,"31,306.99","28,000.00",45866FAJ3,US45866FAJ30,BF4Q3W1,110.77,United States,-,USD,5.8,2.03,1.0,"Sep 21, 2028",3.75,5.93,-,1.97,5.74,1.97,USD,"Aug 13, 2018","Aug 13, 2018"
FAIRFAX FINANCIAL HOLDINGS LTD,Financial Institutions,Fixed Income,"31,272.08",0.03,"31,272.08","30,000.00",303901BJ0,US303901BJ06,-,103.13,Canada,-,USD,7.75,2.98,1.0,"Mar 03, 2031",3.38,7.79,-,2.97,7.6,2.97,USD,"Sep 03, 2021","Nov 05, 2021"
FNMA 30YR UMBS SUPER,MBS Pass-Through,Fixed Income,"31,094.40",0.03,"31,094.40","29,265.00",3140X4DF0,US3140X4DF04,-,105.96,United States,-,USD,3.04,2.11,1.0,"Nov 01, 2048",3.5,4.4,-,2.11,4.4,2.11,USD,"Jun 01, 2019","Jun 01, 2019"
GNMA2 30YR,MBS Pass-Through,Fixed Income,"31,012.95",0.03,"31,012.95","29,187.00",36179TZ65,US36179TZ650,-,105.88,United States,-,USD,2.79,2.74,1.0,"Jun 20, 2048",4.5,3.45,-,2.74,3.45,2.74,USD,"Jun 01, 2018","Jun 01, 2018"
WASTE PRO USA INC 144A,Industrial,Fixed Income,"30,618.23",0.03,"30,618.23","30,000.00",94107JAA1,US94107JAA16,BFY0Z83,99.98,United States,-,USD,3.02,5.5,1.0,"Feb 15, 2026",5.5,3.57,-,5.5,3.57,5.5,USD,"Feb 01, 2018","Feb 01, 2018"
NETAPP INC,Industrial,Fixed Income,"30,350.96",0.03,"30,350.96","30,000.00",64110DAL8,US64110DAL82,-,101.12,United States,-,USD,3.33,1.54,1.0,"Jun 22, 2025",1.88,3.35,-,1.54,3.27,1.54,USD,"Jun 22, 2020","Jun 22, 2020"
NEXTERA ENERGY CAPITAL HOLDINGS IN,Utility,Fixed Income,"30,008.90",0.03,"30,008.90","30,000.00",65339KBU3,US65339KBU34,-,99.81,United States,-,USD,1.16,0.81,1.0,"Mar 01, 2023",0.65,1.16,-,0.81,1.16,0.81,USD,"Mar 17, 2021","Mar 17, 2021"
BROOKFIELD FINANCE I UK PLC,Financial Institutions,Fixed Income,"29,552.70",0.03,"29,552.70","30,000.00",11272BAA1,US11272BAA17,-,97.51,Canada,-,USD,8.81,2.62,1.0,"Jan 30, 2032",2.34,8.82,-,2.62,8.82,2.62,USD,"Jul 26, 2021","Jul 26, 2021"
CELANESE US HOLDINGS LLC,Industrial,Fixed Income,"29,439.83",0.03,"29,439.83","30,000.00",15089QAK0,US15089QAK04,-,97.56,United States,-,USD,4.39,1.96,1.0,"Aug 05, 2026",1.4,4.4,-,1.96,4.4,1.96,USD,"Aug 05, 2021","Aug 05, 2021"
FNMA 30YR,MBS Pass-Through,Fixed Income,"28,989.41",0.03,"28,989.41","27,133.00",3138WGYY4,US3138WGYY47,-,106.51,United States,-,USD,2.87,2.19,1.0,"Apr 01, 2046",4.0,3.71,-,2.19,3.71,2.19,USD,"Mar 01, 2016","Mar 01, 2016"
EQT CORP,Industrial,Fixed Income,"28,906.85",0.03,"28,906.85","25,000.00",26884LAH2,US26884LAH24,-,112.87,United States,-,USD,2.71,2.28,1.0,"Feb 01, 2025",6.63,2.76,-,2.17,2.69,2.17,USD,"Jan 21, 2020","Jan 21, 2020"
FHLMC GOLD 30YR,MBS Pass-Through,Fixed Income,"28,646.23",0.02,"28,646.23","26,584.00",3132VQGS9,US3132VQGS91,-,107.46,United States,-,USD,3.04,1.9,1.0,"May 01, 2049",3.5,4.7,-,1.9,4.7,1.9,USD,"May 01, 2019","May 01, 2019"
GNMA 30YR PLATINUM,MBS Pass-Through,Fixed Income,"28,626.31",0.02,"28,626.31","27,269.00",3622AADT8,US3622AADT85,-,104.73,United States,-,USD,3.34,1.79,1.0,"Jan 15, 2044",3.0,3.95,-,1.79,3.95,1.79,USD,"Apr 01, 2019","Apr 01, 2019"
MGM RESORTS INTERNATIONAL,Industrial,Fixed Income,"28,608.03",0.02,"28,608.03","27,000.00",552953CD1,US552953CD18,BDHBPQ7,104.41,United States,-,USD,4.06,3.59,1.0,"Sep 01, 2026",4.63,4.13,-,3.54,3.92,3.54,USD,"Aug 19, 2016","Aug 19, 2016"
TAYLOR MORRISON COMMUNITIES INC 144A,Industrial,Fixed Income,"28,616.10",0.02,"28,616.10","25,000.00",87724RAB8,US87724RAB87,BJX75H2,111.81,United States,-,USD,4.95,3.56,1.0,"Jan 15, 2028",5.75,5.03,-,3.48,4.85,3.48,USD,"Aug 01, 2019","Aug 01, 2019"
FNMA 30YR,MBS Pass-Through,Fixed Income,"28,603.21",0.02,"28,603.21","26,497.00",3140QAW97,US3140QAW972,-,107.66,United States,-,USD,3.04,2.0,1.0,"Apr 01, 2049",3.5,5.17,-,2.0,5.17,2.0,USD,"Mar 01, 2019","Mar 01, 2019"
